"ID","Year","Tax.Type","NAICS","Total.Taxable","Units","City"
1403,"2021 Quarter 4","Sales","All NAICS","$27,848,588","3,104","Elma"
1403,"2021 Quarter 3","Sales","All NAICS","$27,787,572","2,892","Elma"
1403,"2021 Quarter 2","Sales","All NAICS","$25,822,793","2,932","Elma"
1403,"2021 Quarter 1","Sales","All NAICS","$22,671,342","2,756","Elma"
1403,"2021 Annual","Sales","All NAICS","$104,114,725","5,172","Elma"
1403,"2020 Quarter 4","Sales","All NAICS","$20,602,607","2,845","Elma"
1403,"2020 Quarter 3","Sales","All NAICS","$22,433,210","2,603","Elma"
1403,"2020 Quarter 2","Sales","All NAICS","$19,985,639","2,598","Elma"
1403,"2020 Quarter 1","Sales","All NAICS","$18,305,602","2,315","Elma"
1403,"2020 Annual","Sales","All NAICS","$81,274,822","4,570","Elma"
1403,"2019 Quarter 4","Sales","All NAICS","$19,817,719","2,459","Elma"
1403,"2019 Quarter 3","Sales","All NAICS","$22,040,893","2,251","Elma"
1403,"2019 Quarter 2","Sales","All NAICS","$20,979,417","2,124","Elma"
1403,"2019 Quarter 1","Sales","All NAICS","$20,579,801","1,976","Elma"
1403,"2019 Annual","Sales","All NAICS","$83,285,818","3,932","Elma"
1403,"2018 Quarter 4","Sales","All NAICS","$21,887,759","2,017","Elma"
1403,"2018 Quarter 3","Sales","All NAICS","$23,974,572","1,750","Elma"
1403,"2018 Quarter 2","Sales","All NAICS","$23,991,473","1,753","Elma"
1403,"2018 Quarter 1","Sales","All NAICS","$17,790,501","1,618","Elma"
1403,"2018 Annual","Sales","All NAICS","$87,579,658","3,153","Elma"
1403,"2017 Quarter 4","Sales","All NAICS","$16,354,824","1,999","Elma"
1403,"2017 Quarter 3","Sales","All NAICS","$16,247,892","1,748","Elma"
1403,"2017 Quarter 2","Sales","All NAICS","$14,526,713","1,676","Elma"
1403,"2017 Quarter 1","Sales","All NAICS","$13,888,892","1,682","Elma"
1403,"2017 Annual","Sales","All NAICS","$61,018,321","3,221","Elma"
1403,"2016 Quarter 4","Sales","All NAICS","$15,059,392","1,931","Elma"
1403,"2016 Quarter 3","Sales","All NAICS","$15,731,078","1,627","Elma"
1403,"2016 Quarter 2","Sales","All NAICS","$14,592,041","1,606","Elma"
1403,"2016 Quarter 1","Sales","All NAICS","$12,263,602","1,530","Elma"
1403,"2016 Annual","Sales","All NAICS","$57,646,113","2,981","Elma"
1403,"2015 Quarter 4","Sales","All NAICS","$14,659,507","1,759","Elma"
1403,"2015 Quarter 3","Sales","All NAICS","$15,538,623","1,505","Elma"
1403,"2015 Quarter 2","Sales","All NAICS","$12,794,329","1,470","Elma"
1403,"2015 Quarter 1","Sales","All NAICS","$11,755,690","1,442","Elma"
1403,"2015 Annual","Sales","All NAICS","$54,748,149","2,750","Elma"
1404,"2022 Quarter 3","Sales","All NAICS","$29,410,157","3,653","Hoquiam"
1404,"2022 Quarter 2","Sales","All NAICS","$29,564,484","3,712","Hoquiam"
1404,"2022 Quarter 1","Sales","All NAICS","$28,227,803","3,627","Hoquiam"
1404,"2021 Quarter 4","Sales","All NAICS","$29,058,936","3,803","Hoquiam"
1404,"2021 Quarter 3","Sales","All NAICS","$35,016,074","3,533","Hoquiam"
1404,"2021 Quarter 2","Sales","All NAICS","$30,339,093","3,541","Hoquiam"
1404,"2021 Quarter 1","Sales","All NAICS","$25,487,421","3,457","Hoquiam"
1404,"2021 Annual","Sales","All NAICS","$119,728,924","6,134","Hoquiam"
1404,"2020 Quarter 4","Sales","All NAICS","$25,539,224","3,492","Hoquiam"
1404,"2020 Quarter 3","Sales","All NAICS","$26,482,598","3,151","Hoquiam"
1404,"2020 Quarter 2","Sales","All NAICS","$20,923,442","3,162","Hoquiam"
1404,"2020 Quarter 1","Sales","All NAICS","$19,524,928","2,884","Hoquiam"
1404,"2020 Annual","Sales","All NAICS","$92,348,748","5,427","Hoquiam"
1404,"2019 Quarter 4","Sales","All NAICS","$21,735,742","2,909","Hoquiam"
1404,"2019 Quarter 3","Sales","All NAICS","$26,176,044","2,559","Hoquiam"
1404,"2019 Quarter 2","Sales","All NAICS","$22,473,399","2,547","Hoquiam"
1404,"2019 Quarter 1","Sales","All NAICS","$23,470,422","2,336","Hoquiam"
1404,"2019 Annual","Sales","All NAICS","$93,788,511","4,425","Hoquiam"
1404,"2018 Quarter 4","Sales","All NAICS","$23,419,771","2,412","Hoquiam"
1404,"2018 Quarter 3","Sales","All NAICS","$21,294,198","2,042","Hoquiam"
1404,"2018 Quarter 2","Sales","All NAICS","$20,321,696","1,942","Hoquiam"
1404,"2018 Quarter 1","Sales","All NAICS","$18,978,944","1,896","Hoquiam"
1404,"2018 Annual","Sales","All NAICS","$83,946,346","3,577","Hoquiam"
1404,"2017 Quarter 4","Sales","All NAICS","$19,986,034","2,388","Hoquiam"
1404,"2017 Quarter 3","Sales","All NAICS","$22,320,582","2,054","Hoquiam"
1404,"2017 Quarter 2","Sales","All NAICS","$19,161,745","1,979","Hoquiam"
1404,"2017 Quarter 1","Sales","All NAICS","$17,106,558","1,921","Hoquiam"
1404,"2017 Annual","Sales","All NAICS","$78,574,919","3,664","Hoquiam"
1404,"2016 Quarter 4","Sales","All NAICS","$17,119,847","2,225","Hoquiam"
1404,"2016 Quarter 3","Sales","All NAICS","$19,122,057","1,887","Hoquiam"
1404,"2016 Quarter 2","Sales","All NAICS","$18,882,039","1,845","Hoquiam"
1404,"2016 Quarter 1","Sales","All NAICS","$18,059,800","1,807","Hoquiam"
1404,"2016 Annual","Sales","All NAICS","$73,183,743","3,331","Hoquiam"
1404,"2015 Quarter 4","Sales","All NAICS","$17,535,787","1,988","Hoquiam"
1404,"2015 Quarter 3","Sales","All NAICS","$22,018,268","1,764","Hoquiam"
1404,"2015 Quarter 2","Sales","All NAICS","$18,659,310","1,712","Hoquiam"
1404,"2015 Quarter 1","Sales","All NAICS","$18,972,382","1,668","Hoquiam"
1404,"2015 Annual","Sales","All NAICS","$77,185,747","3,027","Hoquiam"
1405,"2022 Quarter 3","Sales","All NAICS","$6,071,033","2,103","McCleary"
1405,"2022 Quarter 2","Sales","All NAICS","$5,881,229","2,182","McCleary"
1405,"2022 Quarter 1","Sales","All NAICS","$5,448,604","2,082","McCleary"
1405,"2021 Quarter 4","Sales","All NAICS","$5,776,334","2,260","McCleary"
1405,"2021 Quarter 3","Sales","All NAICS","$5,371,075","2,087","McCleary"
1405,"2021 Quarter 2","Sales","All NAICS","$5,354,207","2,033","McCleary"
1405,"2021 Quarter 1","Sales","All NAICS","$5,496,486","2,012","McCleary"
1405,"2021 Annual","Sales","All NAICS","$21,986,357","3,868","McCleary"
1405,"2020 Quarter 4","Sales","All NAICS","$5,483,717","2,074","McCleary"
1405,"2020 Quarter 3","Sales","All NAICS","$4,959,997","1,859","McCleary"
1405,"2020 Quarter 2","Sales","All NAICS","$4,896,179","1,841","McCleary"
1405,"2020 Quarter 1","Sales","All NAICS","$4,536,924","1,614","McCleary"
1405,"2020 Annual","Sales","All NAICS","$19,857,728","3,409","McCleary"
1405,"2019 Quarter 4","Sales","All NAICS","$4,772,435","1,622","McCleary"
1405,"2019 Quarter 3","Sales","All NAICS","$4,518,172","1,457","McCleary"
1405,"2019 Quarter 2","Sales","All NAICS","$5,117,166","1,356","McCleary"
1405,"2019 Quarter 1","Sales","All NAICS","$3,964,619","1,251","McCleary"
1405,"2019 Annual","Sales","All NAICS","$18,357,494","2,597","McCleary"
1405,"2018 Quarter 4","Sales","All NAICS","$4,624,662","1,324","McCleary"
1405,"2018 Quarter 3","Sales","All NAICS","$4,278,283","1,119","McCleary"
1405,"2018 Quarter 2","Sales","All NAICS","$3,669,920","1,038","McCleary"
1405,"2018 Quarter 1","Sales","All NAICS","$3,117,063","1,012","McCleary"
1405,"2018 Annual","Sales","All NAICS","$15,641,566","2,087","McCleary"
1405,"2017 Quarter 4","Sales","All NAICS","$3,533,472","1,247","McCleary"
1405,"2017 Quarter 3","Sales","All NAICS","$3,118,944","1,092","McCleary"
1405,"2017 Quarter 2","Sales","All NAICS","$3,184,683","1,028","McCleary"
1405,"2017 Quarter 1","Sales","All NAICS","$2,890,331","982","McCleary"
1405,"2017 Annual","Sales","All NAICS","$12,727,430","2,023","McCleary"
1405,"2016 Quarter 4","Sales","All NAICS","$3,352,119","1,123","McCleary"
1405,"2016 Quarter 3","Sales","All NAICS","$2,978,391","963","McCleary"
1405,"2016 Quarter 2","Sales","All NAICS","$2,979,995","897","McCleary"
1405,"2016 Quarter 1","Sales","All NAICS","$3,390,997","851","McCleary"
1405,"2016 Annual","Sales","All NAICS","$12,701,502","1,757","McCleary"
1405,"2015 Quarter 4","Sales","All NAICS","$3,214,948","935","McCleary"
1405,"2015 Quarter 3","Sales","All NAICS","$2,738,398","831","McCleary"
1405,"2015 Quarter 2","Sales","All NAICS","$2,736,856","812","McCleary"
1405,"2015 Quarter 1","Sales","All NAICS","$2,198,115","767","McCleary"
1405,"2015 Annual","Sales","All NAICS","$10,888,317","1,543","McCleary"
1406,"2022 Quarter 3","Sales","All NAICS","$26,418,275","3,387","Montesano"
1406,"2022 Quarter 2","Sales","All NAICS","$23,181,444","3,472","Montesano"
1406,"2022 Quarter 1","Sales","All NAICS","$19,087,864","3,355","Montesano"
1406,"2021 Quarter 4","Sales","All NAICS","$21,267,619","3,525","Montesano"
1406,"2021 Quarter 3","Sales","All NAICS","$22,802,030","3,240","Montesano"
1406,"2021 Quarter 2","Sales","All NAICS","$22,152,748","3,233","Montesano"
1406,"2021 Quarter 1","Sales","All NAICS","$18,355,752","3,229","Montesano"
1406,"2021 Annual","Sales","All NAICS","$84,528,426","5,747","Montesano"
1406,"2020 Quarter 4","Sales","All NAICS","$19,027,467","3,249","Montesano"
1406,"2020 Quarter 3","Sales","All NAICS","$20,402,158","2,924","Montesano"
1406,"2020 Quarter 2","Sales","All NAICS","$18,117,139","2,824","Montesano"
1406,"2020 Quarter 1","Sales","All NAICS","$15,596,000","2,597","Montesano"
1406,"2020 Annual","Sales","All NAICS","$73,095,872","5,059","Montesano"
1406,"2019 Quarter 4","Sales","All NAICS","$17,354,886","2,757","Montesano"
1406,"2019 Quarter 3","Sales","All NAICS","$18,948,489","2,418","Montesano"
1406,"2019 Quarter 2","Sales","All NAICS","$17,653,649","2,388","Montesano"
1406,"2019 Quarter 1","Sales","All NAICS","$14,569,846","2,173","Montesano"
1406,"2019 Annual","Sales","All NAICS","$68,480,339","4,297","Montesano"
1406,"2018 Quarter 4","Sales","All NAICS","$15,903,229","2,292","Montesano"
1406,"2018 Quarter 3","Sales","All NAICS","$16,515,062","1,859","Montesano"
1406,"2018 Quarter 2","Sales","All NAICS","$14,675,202","1,823","Montesano"
1406,"2018 Quarter 1","Sales","All NAICS","$13,984,470","1,732","Montesano"
1406,"2018 Annual","Sales","All NAICS","$61,046,947","3,395","Montesano"
1406,"2017 Quarter 4","Sales","All NAICS","$14,292,510","2,311","Montesano"
1406,"2017 Quarter 3","Sales","All NAICS","$15,505,986","1,887","Montesano"
1406,"2017 Quarter 2","Sales","All NAICS","$13,387,385","1,829","Montesano"
1406,"2017 Quarter 1","Sales","All NAICS","$11,823,476","1,738","Montesano"
1406,"2017 Annual","Sales","All NAICS","$55,009,357","3,477","Montesano"
1406,"2016 Quarter 4","Sales","All NAICS","$13,273,747","2,030","Montesano"
1406,"2016 Quarter 3","Sales","All NAICS","$13,765,924","1,724","Montesano"
1406,"2016 Quarter 2","Sales","All NAICS","$12,710,083","1,617","Montesano"
1406,"2016 Quarter 1","Sales","All NAICS","$11,229,913","1,610","Montesano"
1406,"2016 Annual","Sales","All NAICS","$50,979,667","3,084","Montesano"
1406,"2015 Quarter 4","Sales","All NAICS","$13,474,523","1,768","Montesano"
1406,"2015 Quarter 3","Sales","All NAICS","$12,652,671","1,592","Montesano"
1406,"2015 Quarter 2","Sales","All NAICS","$11,961,502","1,539","Montesano"
1406,"2015 Quarter 1","Sales","All NAICS","$11,204,559","1,463","Montesano"
1406,"2015 Annual","Sales","All NAICS","$49,293,255","2,748","Montesano"
1407,"2022 Quarter 3","Sales","All NAICS","$7,071,512","1,153","Oakville"
1407,"2022 Quarter 2","Sales","All NAICS","$7,106,657","1,150","Oakville"
1407,"2022 Quarter 1","Sales","All NAICS","$5,994,376","1,127","Oakville"
1407,"2021 Quarter 4","Sales","All NAICS","$3,737,103","1,213","Oakville"
1407,"2021 Quarter 3","Sales","All NAICS","$2,840,891","1,090","Oakville"
1407,"2021 Quarter 2","Sales","All NAICS","$3,276,545","1,134","Oakville"
1407,"2021 Quarter 1","Sales","All NAICS","$3,486,318","1,152","Oakville"
1407,"2021 Annual","Sales","All NAICS","$13,337,803","2,161","Oakville"
1407,"2020 Quarter 4","Sales","All NAICS","$4,562,249","1,101","Oakville"
1407,"2020 Quarter 3","Sales","All NAICS","$5,349,327","1,019","Oakville"
1407,"2020 Quarter 2","Sales","All NAICS","$3,180,246","966","Oakville"
1407,"2020 Quarter 1","Sales","All NAICS","$2,306,630","829","Oakville"
1407,"2020 Annual","Sales","All NAICS","$15,396,931","1,865","Oakville"
1407,"2019 Quarter 4","Sales","All NAICS","$1,915,656","857","Oakville"
1407,"2019 Quarter 3","Sales","All NAICS","$1,848,876","768","Oakville"
1407,"2019 Quarter 2","Sales","All NAICS","$1,653,223","722","Oakville"
1407,"2019 Quarter 1","Sales","All NAICS","$1,763,249","713","Oakville"
1407,"2019 Annual","Sales","All NAICS","$7,179,224","1,420","Oakville"
1407,"2018 Quarter 4","Sales","All NAICS","$1,583,724","745","Oakville"
1407,"2018 Quarter 3","Sales","All NAICS","$1,600,212","642","Oakville"
1407,"2018 Quarter 2","Sales","All NAICS","$1,463,167","593","Oakville"
1407,"2018 Quarter 1","Sales","All NAICS","$1,620,576","605","Oakville"
1407,"2018 Annual","Sales","All NAICS","$6,254,963","1,218","Oakville"
1407,"2017 Quarter 4","Sales","All NAICS","$1,283,936","746","Oakville"
1407,"2017 Quarter 3","Sales","All NAICS","$1,222,709","635","Oakville"
1407,"2017 Quarter 2","Sales","All NAICS","$1,176,217","593","Oakville"
1407,"2017 Quarter 1","Sales","All NAICS","$1,380,219","596","Oakville"
1407,"2017 Annual","Sales","All NAICS","$5,063,081","1,236","Oakville"
1407,"2016 Quarter 4","Sales","All NAICS","$1,193,978","664","Oakville"
1407,"2016 Quarter 3","Sales","All NAICS","$1,263,026","579","Oakville"
1407,"2016 Quarter 2","Sales","All NAICS","$1,202,842","530","Oakville"
1407,"2016 Quarter 1","Sales","All NAICS","$1,364,286","526","Oakville"
1407,"2016 Annual","Sales","All NAICS","$5,024,132","1,112","Oakville"
1407,"2015 Quarter 4","Sales","All NAICS","$1,113,012","604","Oakville"
1407,"2015 Quarter 3","Sales","All NAICS","$1,083,850","511","Oakville"
1407,"2015 Quarter 2","Sales","All NAICS","$1,181,605","491","Oakville"
1407,"2015 Quarter 1","Sales","All NAICS","$1,180,492","517","Oakville"
1407,"2015 Annual","Sales","All NAICS","$4,558,959","998","Oakville"
1408,"2022 Quarter 3","Sales","All NAICS","$28,567,388","2,233","Westport"
1408,"2022 Quarter 2","Sales","All NAICS","$21,069,276","2,175","Westport"
1408,"2022 Quarter 1","Sales","All NAICS","$17,202,602","2,056","Westport"
1408,"2021 Quarter 4","Sales","All NAICS","$13,268,992","2,208","Westport"
1408,"2021 Quarter 3","Sales","All NAICS","$24,175,909","2,128","Westport"
1408,"2021 Quarter 2","Sales","All NAICS","$20,266,581","2,198","Westport"
1408,"2021 Quarter 1","Sales","All NAICS","$13,420,466","2,058","Westport"
1408,"2021 Annual","Sales","All NAICS","$71,064,712","3,952","Westport"
1408,"2020 Quarter 4","Sales","All NAICS","$13,654,971","2,033","Westport"
1408,"2020 Quarter 3","Sales","All NAICS","$21,282,529","1,913","Westport"
1408,"2020 Quarter 2","Sales","All NAICS","$10,885,384","1,904","Westport"
1408,"2020 Quarter 1","Sales","All NAICS","$11,196,671","1,709","Westport"
1408,"2020 Annual","Sales","All NAICS","$56,971,871","3,449","Westport"
1408,"2019 Quarter 4","Sales","All NAICS","$11,076,183","1,706","Westport"
1408,"2019 Quarter 3","Sales","All NAICS","$20,578,514","1,644","Westport"
1408,"2019 Quarter 2","Sales","All NAICS","$14,647,321","1,547","Westport"
1408,"2019 Quarter 1","Sales","All NAICS","$10,991,849","1,446","Westport"
1408,"2019 Annual","Sales","All NAICS","$57,277,814","2,915","Westport"
1408,"2018 Quarter 4","Sales","All NAICS","$9,698,170","1,439","Westport"
1408,"2018 Quarter 3","Sales","All NAICS","$18,144,516","1,250","Westport"
1408,"2018 Quarter 2","Sales","All NAICS","$13,050,310","1,193","Westport"
1408,"2018 Quarter 1","Sales","All NAICS","$9,951,475","1,178","Westport"
1408,"2018 Annual","Sales","All NAICS","$50,824,482","2,321","Westport"
1408,"2017 Quarter 4","Sales","All NAICS","$8,591,798","1,416","Westport"
1408,"2017 Quarter 3","Sales","All NAICS","$18,980,521","1,260","Westport"
1408,"2017 Quarter 2","Sales","All NAICS","$12,914,949","1,221","Westport"
1408,"2017 Quarter 1","Sales","All NAICS","$11,381,810","1,166","Westport"
1408,"2017 Annual","Sales","All NAICS","$51,869,078","2,309","Westport"
1408,"2016 Quarter 4","Sales","All NAICS","$8,596,809","1,313","Westport"
1408,"2016 Quarter 3","Sales","All NAICS","$16,696,320","1,129","Westport"
1408,"2016 Quarter 2","Sales","All NAICS","$11,163,555","1,119","Westport"
1408,"2016 Quarter 1","Sales","All NAICS","$8,630,259","1,032","Westport"
1408,"2016 Annual","Sales","All NAICS","$45,086,943","2,057","Westport"
1408,"2015 Quarter 4","Sales","All NAICS","$8,736,482","1,178","Westport"
1408,"2015 Quarter 3","Sales","All NAICS","$19,267,049","1,029","Westport"
1408,"2015 Quarter 2","Sales","All NAICS","$12,245,365","1,028","Westport"
1408,"2015 Quarter 1","Sales","All NAICS","$7,880,262","944","Westport"
1408,"2015 Annual","Sales","All NAICS","$48,129,158","1,845","Westport"
1409,"2022 Quarter 3","Sales","All NAICS","$67,581,686","4,281","Ocean Shores"
1409,"2022 Quarter 2","Sales","All NAICS","$54,854,437","4,146","Ocean Shores"
1409,"2022 Quarter 1","Sales","All NAICS","$46,129,519","3,948","Ocean Shores"
1409,"2021 Quarter 4","Sales","All NAICS","$42,700,690","4,156","Ocean Shores"
1409,"2021 Quarter 3","Sales","All NAICS","$62,175,267","3,962","Ocean Shores"
1409,"2021 Quarter 2","Sales","All NAICS","$57,886,183","3,917","Ocean Shores"
1409,"2021 Quarter 1","Sales","All NAICS","$41,114,367","3,675","Ocean Shores"
1409,"2021 Annual","Sales","All NAICS","$203,716,436","6,643","Ocean Shores"
1409,"2020 Quarter 4","Sales","All NAICS","$37,463,561","3,857","Ocean Shores"
1409,"2020 Quarter 3","Sales","All NAICS","$54,683,974","3,452","Ocean Shores"
1409,"2020 Quarter 2","Sales","All NAICS","$33,375,926","3,281","Ocean Shores"
1409,"2020 Quarter 1","Sales","All NAICS","$30,392,245","2,895","Ocean Shores"
1409,"2020 Annual","Sales","All NAICS","$155,830,642","5,831","Ocean Shores"
1409,"2019 Quarter 4","Sales","All NAICS","$31,082,962","3,064","Ocean Shores"
1409,"2019 Quarter 3","Sales","All NAICS","$46,519,693","2,749","Ocean Shores"
1409,"2019 Quarter 2","Sales","All NAICS","$36,976,241","2,618","Ocean Shores"
1409,"2019 Quarter 1","Sales","All NAICS","$28,783,067","2,377","Ocean Shores"
1409,"2019 Annual","Sales","All NAICS","$143,257,451","4,686","Ocean Shores"
1409,"2018 Quarter 4","Sales","All NAICS","$28,945,715","2,447","Ocean Shores"
1409,"2018 Quarter 3","Sales","All NAICS","$42,924,228","2,102","Ocean Shores"
1409,"2018 Quarter 2","Sales","All NAICS","$32,503,540","1,965","Ocean Shores"
1409,"2018 Quarter 1","Sales","All NAICS","$24,276,076","1,792","Ocean Shores"
1409,"2018 Annual","Sales","All NAICS","$128,634,294","3,764","Ocean Shores"
1409,"2017 Quarter 4","Sales","All NAICS","$23,177,102","2,415","Ocean Shores"
1409,"2017 Quarter 3","Sales","All NAICS","$37,304,745","2,061","Ocean Shores"
1409,"2017 Quarter 2","Sales","All NAICS","$28,939,700","1,929","Ocean Shores"
1409,"2017 Quarter 1","Sales","All NAICS","$23,189,354","1,790","Ocean Shores"
1409,"2017 Annual","Sales","All NAICS","$112,610,901","3,675","Ocean Shores"
1409,"2016 Quarter 4","Sales","All NAICS","$22,640,021","2,078","Ocean Shores"
1409,"2016 Quarter 3","Sales","All NAICS","$36,806,232","1,743","Ocean Shores"
1409,"2016 Quarter 2","Sales","All NAICS","$28,904,374","1,659","Ocean Shores"
1409,"2016 Quarter 1","Sales","All NAICS","$20,912,710","1,524","Ocean Shores"
1409,"2016 Annual","Sales","All NAICS","$109,263,337","3,104","Ocean Shores"
1409,"2015 Quarter 4","Sales","All NAICS","$19,633,112","1,809","Ocean Shores"
1409,"2015 Quarter 3","Sales","All NAICS","$31,885,821","1,534","Ocean Shores"
1409,"2015 Quarter 2","Sales","All NAICS","$24,618,412","1,486","Ocean Shores"
1409,"2015 Quarter 1","Sales","All NAICS","$18,103,949","1,404","Ocean Shores"
1409,"2015 Annual","Sales","All NAICS","$94,241,294","2,763","Ocean Shores"
1500,"2022 Quarter 3","Sales","All NAICS","$273,890,117","12,271","Unincorporated Island County"
1500,"2022 Quarter 2","Sales","All NAICS","$259,228,182","12,236","Unincorporated Island County"
1500,"2022 Quarter 1","Sales","All NAICS","$232,609,321","11,565","Unincorporated Island County"
1500,"2021 Quarter 4","Sales","All NAICS","$244,581,230","12,581","Unincorporated Island County"
1500,"2021 Quarter 3","Sales","All NAICS","$251,985,266","11,438","Unincorporated Island County"
1500,"2021 Quarter 2","Sales","All NAICS","$244,836,107","11,280","Unincorporated Island County"
1500,"2021 Quarter 1","Sales","All NAICS","$205,403,563","10,619","Unincorporated Island County"
1500,"2021 Annual","Sales","All NAICS","$946,505,452","17,791","Unincorporated Island County"
1500,"2020 Quarter 4","Sales","All NAICS","$219,005,989","11,324","Unincorporated Island County"
1500,"2020 Quarter 3","Sales","All NAICS","$213,240,592","10,210","Unincorporated Island County"
1500,"2020 Quarter 2","Sales","All NAICS","$174,526,041","9,611","Unincorporated Island County"
1500,"2020 Quarter 1","Sales","All NAICS","$162,022,242","8,795","Unincorporated Island County"
1500,"2020 Annual","Sales","All NAICS","$768,549,078","15,727","Unincorporated Island County"
1500,"2019 Quarter 4","Sales","All NAICS","$182,015,044","9,656","Unincorporated Island County"
1500,"2019 Quarter 3","Sales","All NAICS","$192,723,786","8,590","Unincorporated Island County"
1500,"2019 Quarter 2","Sales","All NAICS","$183,793,186","8,196","Unincorporated Island County"
1500,"2019 Quarter 1","Sales","All NAICS","$148,052,327","7,215","Unincorporated Island County"
1500,"2019 Annual","Sales","All NAICS","$706,302,532","13,664","Unincorporated Island County"
1500,"2018 Quarter 4","Sales","All NAICS","$168,594,274","8,021","Unincorporated Island County"
1500,"2018 Quarter 3","Sales","All NAICS","$170,382,607","6,456","Unincorporated Island County"
1500,"2018 Quarter 2","Sales","All NAICS","$161,184,115","6,313","Unincorporated Island County"
1500,"2018 Quarter 1","Sales","All NAICS","$138,028,488","6,003","Unincorporated Island County"
1500,"2018 Annual","Sales","All NAICS","$637,890,502","11,571","Unincorporated Island County"
1500,"2017 Quarter 4","Sales","All NAICS","$151,016,137","8,284","Unincorporated Island County"
1500,"2017 Quarter 3","Sales","All NAICS","$156,300,976","6,649","Unincorporated Island County"
1500,"2017 Quarter 2","Sales","All NAICS","$145,049,666","6,487","Unincorporated Island County"
1500,"2017 Quarter 1","Sales","All NAICS","$119,524,775","5,893","Unincorporated Island County"
1500,"2017 Annual","Sales","All NAICS","$571,891,554","11,748","Unincorporated Island County"
1500,"2016 Quarter 4","Sales","All NAICS","$130,214,099","7,279","Unincorporated Island County"
1500,"2016 Quarter 3","Sales","All NAICS","$136,130,199","5,758","Unincorporated Island County"
1500,"2016 Quarter 2","Sales","All NAICS","$121,198,435","5,598","Unincorporated Island County"
1500,"2016 Quarter 1","Sales","All NAICS","$103,871,780","5,325","Unincorporated Island County"
1500,"2016 Annual","Sales","All NAICS","$491,414,513","10,339","Unincorporated Island County"
1500,"2015 Quarter 4","Sales","All NAICS","$113,395,885","6,670","Unincorporated Island County"
1500,"2015 Quarter 3","Sales","All NAICS","$117,711,457","5,313","Unincorporated Island County"
1500,"2015 Quarter 2","Sales","All NAICS","$112,576,529","5,186","Unincorporated Island County"
1500,"2015 Quarter 1","Sales","All NAICS","$97,284,018","4,885","Unincorporated Island County"
1500,"2015 Annual","Sales","All NAICS","$440,967,889","9,523","Unincorporated Island County"
1501,"2022 Quarter 3","Sales","All NAICS","$22,151,860","3,336","Coupeville"
1501,"2022 Quarter 2","Sales","All NAICS","$21,051,766","3,301","Coupeville"
1501,"2022 Quarter 1","Sales","All NAICS","$17,544,984","3,282","Coupeville"
1501,"2021 Quarter 4","Sales","All NAICS","$18,651,557","3,528","Coupeville"
1501,"2021 Quarter 3","Sales","All NAICS","$21,205,038","3,281","Coupeville"
1501,"2021 Quarter 2","Sales","All NAICS","$19,292,939","3,196","Coupeville"
1501,"2021 Quarter 1","Sales","All NAICS","$16,072,310","3,075","Coupeville"
1501,"2021 Annual","Sales","All NAICS","$75,166,993","5,863","Coupeville"
1501,"2020 Quarter 4","Sales","All NAICS","$16,918,275","3,257","Coupeville"
1501,"2020 Quarter 3","Sales","All NAICS","$16,941,093","2,903","Coupeville"
1501,"2020 Quarter 2","Sales","All NAICS","$12,833,504","2,795","Coupeville"
1501,"2020 Quarter 1","Sales","All NAICS","$13,037,276","2,561","Coupeville"
1501,"2020 Annual","Sales","All NAICS","$59,578,587","5,101","Coupeville"
1501,"2019 Quarter 4","Sales","All NAICS","$15,731,860","2,779","Coupeville"
1501,"2019 Quarter 3","Sales","All NAICS","$17,169,549","2,526","Coupeville"
1501,"2019 Quarter 2","Sales","All NAICS","$15,746,186","2,325","Coupeville"
1501,"2019 Quarter 1","Sales","All NAICS","$14,682,172","2,221","Coupeville"
1501,"2019 Annual","Sales","All NAICS","$63,245,568","4,380","Coupeville"
1501,"2018 Quarter 4","Sales","All NAICS","$17,907,180","2,355","Coupeville"
1501,"2018 Quarter 3","Sales","All NAICS","$17,836,588","2,048","Coupeville"
1501,"2018 Quarter 2","Sales","All NAICS","$17,004,706","1,907","Coupeville"
1501,"2018 Quarter 1","Sales","All NAICS","$13,914,433","1,854","Coupeville"
1501,"2018 Annual","Sales","All NAICS","$66,328,133","3,643","Coupeville"
1501,"2017 Quarter 4","Sales","All NAICS","$14,185,616","2,429","Coupeville"
1501,"2017 Quarter 3","Sales","All NAICS","$17,096,054","2,110","Coupeville"
1501,"2017 Quarter 2","Sales","All NAICS","$19,026,271","1,923","Coupeville"
1501,"2017 Quarter 1","Sales","All NAICS","$19,360,628","1,965","Coupeville"
1501,"2017 Annual","Sales","All NAICS","$69,668,569","3,806","Coupeville"
1501,"2016 Quarter 4","Sales","All NAICS","$17,766,038","2,404","Coupeville"
1501,"2016 Quarter 3","Sales","All NAICS","$18,082,604","1,998","Coupeville"
1501,"2016 Quarter 2","Sales","All NAICS","$16,455,435","1,897","Coupeville"
1501,"2016 Quarter 1","Sales","All NAICS","$15,077,648","1,813","Coupeville"
1501,"2016 Annual","Sales","All NAICS","$67,381,725","3,622","Coupeville"
1501,"2015 Quarter 4","Sales","All NAICS","$14,307,715","2,181","Coupeville"
1501,"2015 Quarter 3","Sales","All NAICS","$12,851,143","1,829","Coupeville"
1501,"2015 Quarter 2","Sales","All NAICS","$11,098,858","1,811","Coupeville"
1501,"2015 Quarter 1","Sales","All NAICS","$9,519,987","1,725","Coupeville"
