"ID","Year","Tax.Type","NAICS","Total.Taxable","Units","City"
3810,"2021 Quarter 3","Sales","All NAICS","$1,324,285","735","Oakesdale"
3810,"2021 Quarter 2","Sales","All NAICS","$1,208,827","722","Oakesdale"
3810,"2021 Quarter 1","Sales","All NAICS","$962,634","745","Oakesdale"
3810,"2021 Annual","Sales","All NAICS","$4,716,896","1,473","Oakesdale"
3810,"2020 Quarter 4","Sales","All NAICS","$932,319","746","Oakesdale"
3810,"2020 Quarter 3","Sales","All NAICS","$1,010,348","661","Oakesdale"
3810,"2020 Quarter 2","Sales","All NAICS","$824,441","649","Oakesdale"
3810,"2020 Quarter 1","Sales","All NAICS","$699,209","570","Oakesdale"
3810,"2020 Annual","Sales","All NAICS","$3,459,575","1,282","Oakesdale"
3810,"2019 Quarter 4","Sales","All NAICS","$1,023,188","618","Oakesdale"
3810,"2019 Quarter 3","Sales","All NAICS","$973,032","546","Oakesdale"
3810,"2019 Quarter 2","Sales","All NAICS","$720,992","528","Oakesdale"
3810,"2019 Quarter 1","Sales","All NAICS","$789,234","499","Oakesdale"
3810,"2019 Annual","Sales","All NAICS","$3,503,838","1,050","Oakesdale"
3810,"2018 Quarter 4","Sales","All NAICS","$802,168","540","Oakesdale"
3810,"2018 Quarter 3","Sales","All NAICS","$938,426","450","Oakesdale"
3810,"2018 Quarter 2","Sales","All NAICS","$639,610","414","Oakesdale"
3810,"2018 Quarter 1","Sales","All NAICS","$675,874","426","Oakesdale"
3810,"2018 Annual","Sales","All NAICS","$3,045,346","865","Oakesdale"
3810,"2017 Quarter 4","Sales","All NAICS","$719,812","555","Oakesdale"
3810,"2017 Quarter 3","Sales","All NAICS","$903,899","462","Oakesdale"
3810,"2017 Quarter 2","Sales","All NAICS","$707,296","450","Oakesdale"
3810,"2017 Quarter 1","Sales","All NAICS","$565,797","415","Oakesdale"
3810,"2017 Annual","Sales","All NAICS","$2,896,804","897","Oakesdale"
3810,"2016 Quarter 4","Sales","All NAICS","$579,174","467","Oakesdale"
3810,"2016 Quarter 3","Sales","All NAICS","$715,326","397","Oakesdale"
3810,"2016 Quarter 2","Sales","All NAICS","$557,171","376","Oakesdale"
3810,"2016 Quarter 1","Sales","All NAICS","$470,110","371","Oakesdale"
3810,"2016 Annual","Sales","All NAICS","$2,321,781","760","Oakesdale"
3810,"2015 Quarter 4","Sales","All NAICS","$530,947","413","Oakesdale"
3810,"2015 Quarter 3","Sales","All NAICS","$729,869","375","Oakesdale"
3810,"2015 Quarter 2","Sales","All NAICS","$649,053","356","Oakesdale"
3810,"2015 Quarter 1","Sales","All NAICS","$434,365","325","Oakesdale"
3810,"2015 Annual","Sales","All NAICS","$2,344,234","679","Oakesdale"
3811,"2022 Quarter 3","Sales","All NAICS","$3,948,058","1,315","Palouse"
3811,"2022 Quarter 2","Sales","All NAICS","$3,373,963","1,319","Palouse"
3811,"2022 Quarter 1","Sales","All NAICS","$2,498,527","1,308","Palouse"
3811,"2021 Quarter 4","Sales","All NAICS","$3,664,786","1,528","Palouse"
3811,"2021 Quarter 3","Sales","All NAICS","$3,702,505","1,300","Palouse"
3811,"2021 Quarter 2","Sales","All NAICS","$2,649,443","1,271","Palouse"
3811,"2021 Quarter 1","Sales","All NAICS","$2,236,505","1,277","Palouse"
3811,"2021 Annual","Sales","All NAICS","$12,247,358","2,621","Palouse"
3811,"2020 Quarter 4","Sales","All NAICS","$2,835,891","1,335","Palouse"
3811,"2020 Quarter 3","Sales","All NAICS","$2,752,653","1,162","Palouse"
3811,"2020 Quarter 2","Sales","All NAICS","$2,335,883","1,199","Palouse"
3811,"2020 Quarter 1","Sales","All NAICS","$2,081,485","1,037","Palouse"
3811,"2020 Annual","Sales","All NAICS","$10,003,784","2,303","Palouse"
3811,"2019 Quarter 4","Sales","All NAICS","$2,367,163","1,096","Palouse"
3811,"2019 Quarter 3","Sales","All NAICS","$2,562,259","928","Palouse"
3811,"2019 Quarter 2","Sales","All NAICS","$2,641,181","914","Palouse"
3811,"2019 Quarter 1","Sales","All NAICS","$1,896,758","862","Palouse"
3811,"2019 Annual","Sales","All NAICS","$9,465,355","1,821","Palouse"
3811,"2018 Quarter 4","Sales","All NAICS","$2,299,942","887","Palouse"
3811,"2018 Quarter 3","Sales","All NAICS","$2,303,611","762","Palouse"
3811,"2018 Quarter 2","Sales","All NAICS","$1,985,324","682","Palouse"
3811,"2018 Quarter 1","Sales","All NAICS","$1,962,115","699","Palouse"
3811,"2018 Annual","Sales","All NAICS","$8,544,362","1,429","Palouse"
3811,"2017 Quarter 4","Sales","All NAICS","$2,338,877","883","Palouse"
3811,"2017 Quarter 3","Sales","All NAICS","$2,282,807","749","Palouse"
3811,"2017 Quarter 2","Sales","All NAICS","$1,784,104","706","Palouse"
3811,"2017 Quarter 1","Sales","All NAICS","$1,334,971","677","Palouse"
3811,"2017 Annual","Sales","All NAICS","$7,740,759","1,438","Palouse"
3811,"2016 Quarter 4","Sales","All NAICS","$1,854,910","805","Palouse"
3811,"2016 Quarter 3","Sales","All NAICS","$2,029,678","649","Palouse"
3811,"2016 Quarter 2","Sales","All NAICS","$1,562,616","600","Palouse"
3811,"2016 Quarter 1","Sales","All NAICS","$1,177,510","603","Palouse"
3811,"2016 Annual","Sales","All NAICS","$6,624,714","1,254","Palouse"
3811,"2015 Quarter 4","Sales","All NAICS","$1,454,457","689","Palouse"
3811,"2015 Quarter 3","Sales","All NAICS","$1,475,954","592","Palouse"
3811,"2015 Quarter 2","Sales","All NAICS","$1,439,166","561","Palouse"
3811,"2015 Quarter 1","Sales","All NAICS","$1,013,869","519","Palouse"
3811,"2015 Annual","Sales","All NAICS","$5,383,446","1,091","Palouse"
3812,"2022 Quarter 3","Sales","All NAICS","$187,044,088","8,047","Pullman"
3812,"2022 Quarter 2","Sales","All NAICS","$163,323,074","7,840","Pullman"
3812,"2022 Quarter 1","Sales","All NAICS","$152,119,351","7,776","Pullman"
3812,"2021 Quarter 4","Sales","All NAICS","$161,533,579","8,080","Pullman"
3812,"2021 Quarter 3","Sales","All NAICS","$169,150,021","7,409","Pullman"
3812,"2021 Quarter 2","Sales","All NAICS","$145,624,134","7,156","Pullman"
3812,"2021 Quarter 1","Sales","All NAICS","$122,530,782","7,032","Pullman"
3812,"2021 Annual","Sales","All NAICS","$598,395,828","11,667","Pullman"
3812,"2020 Quarter 4","Sales","All NAICS","$139,140,952","7,180","Pullman"
3812,"2020 Quarter 3","Sales","All NAICS","$160,499,743","6,537","Pullman"
3812,"2020 Quarter 2","Sales","All NAICS","$126,416,965","6,228","Pullman"
3812,"2020 Quarter 1","Sales","All NAICS","$130,398,680","6,106","Pullman"
3812,"2020 Annual","Sales","All NAICS","$555,817,941","10,404","Pullman"
3812,"2019 Quarter 4","Sales","All NAICS","$153,414,603","6,370","Pullman"
3812,"2019 Quarter 3","Sales","All NAICS","$156,302,654","5,791","Pullman"
3812,"2019 Quarter 2","Sales","All NAICS","$133,929,704","5,432","Pullman"
3812,"2019 Quarter 1","Sales","All NAICS","$118,934,235","5,074","Pullman"
3812,"2019 Annual","Sales","All NAICS","$562,220,432","9,150","Pullman"
3812,"2018 Quarter 4","Sales","All NAICS","$147,992,178","5,232","Pullman"
3812,"2018 Quarter 3","Sales","All NAICS","$187,364,840","4,452","Pullman"
3812,"2018 Quarter 2","Sales","All NAICS","$133,882,269","4,224","Pullman"
3812,"2018 Quarter 1","Sales","All NAICS","$129,726,084","4,285","Pullman"
3812,"2018 Annual","Sales","All NAICS","$597,162,642","7,596","Pullman"
3812,"2017 Quarter 4","Sales","All NAICS","$134,193,169","5,478","Pullman"
3812,"2017 Quarter 3","Sales","All NAICS","$146,121,494","4,675","Pullman"
3812,"2017 Quarter 2","Sales","All NAICS","$135,446,438","4,475","Pullman"
3812,"2017 Quarter 1","Sales","All NAICS","$131,326,597","4,331","Pullman"
3812,"2017 Annual","Sales","All NAICS","$547,087,698","7,954","Pullman"
3812,"2016 Quarter 4","Sales","All NAICS","$168,553,787","4,989","Pullman"
3812,"2016 Quarter 3","Sales","All NAICS","$149,472,759","4,177","Pullman"
3812,"2016 Quarter 2","Sales","All NAICS","$125,367,929","4,001","Pullman"
3812,"2016 Quarter 1","Sales","All NAICS","$111,174,001","3,972","Pullman"
3812,"2016 Annual","Sales","All NAICS","$554,568,476","7,112","Pullman"
3812,"2015 Quarter 4","Sales","All NAICS","$120,712,097","4,506","Pullman"
3812,"2015 Quarter 3","Sales","All NAICS","$130,709,598","3,794","Pullman"
3812,"2015 Quarter 2","Sales","All NAICS","$124,554,584","3,716","Pullman"
3812,"2015 Quarter 1","Sales","All NAICS","$111,962,600","3,656","Pullman"
3812,"2015 Annual","Sales","All NAICS","$487,938,879","6,455","Pullman"
3813,"2022 Quarter 3","Sales","All NAICS","$1,318,394","799","Rosalia"
3813,"2022 Quarter 2","Sales","All NAICS","$1,875,728","852","Rosalia"
3813,"2022 Quarter 1","Sales","All NAICS","$1,604,182","823","Rosalia"
3813,"2021 Quarter 4","Sales","All NAICS","$1,700,427","901","Rosalia"
3813,"2021 Quarter 3","Sales","All NAICS","$2,016,801","836","Rosalia"
3813,"2021 Quarter 2","Sales","All NAICS","$1,411,776","866","Rosalia"
3813,"2021 Quarter 1","Sales","All NAICS","$1,445,006","890","Rosalia"
3813,"2021 Annual","Sales","All NAICS","$6,565,618","1,750","Rosalia"
3813,"2020 Quarter 4","Sales","All NAICS","$2,384,112","895","Rosalia"
3813,"2020 Quarter 3","Sales","All NAICS","$2,071,328","750","Rosalia"
3813,"2020 Quarter 2","Sales","All NAICS","$1,190,648","793","Rosalia"
3813,"2020 Quarter 1","Sales","All NAICS","$962,138","676","Rosalia"
3813,"2020 Annual","Sales","All NAICS","$6,596,332","1,554","Rosalia"
3813,"2019 Quarter 4","Sales","All NAICS","$1,146,848","702","Rosalia"
3813,"2019 Quarter 3","Sales","All NAICS","$1,197,738","637","Rosalia"
3813,"2019 Quarter 2","Sales","All NAICS","$1,749,977","651","Rosalia"
3813,"2019 Quarter 1","Sales","All NAICS","$910,910","598","Rosalia"
3813,"2019 Annual","Sales","All NAICS","$5,001,282","1,269","Rosalia"
3813,"2018 Quarter 4","Sales","All NAICS","$1,235,764","634","Rosalia"
3813,"2018 Quarter 3","Sales","All NAICS","$1,541,427","523","Rosalia"
3813,"2018 Quarter 2","Sales","All NAICS","$970,027","524","Rosalia"
3813,"2018 Quarter 1","Sales","All NAICS","$1,030,344","530","Rosalia"
3813,"2018 Annual","Sales","All NAICS","$4,774,862","1,055","Rosalia"
3813,"2017 Quarter 4","Sales","All NAICS","$1,338,412","656","Rosalia"
3813,"2017 Quarter 3","Sales","All NAICS","$1,115,293","534","Rosalia"
3813,"2017 Quarter 2","Sales","All NAICS","$951,060","554","Rosalia"
3813,"2017 Quarter 1","Sales","All NAICS","$825,411","525","Rosalia"
3813,"2017 Annual","Sales","All NAICS","$4,230,176","1,107","Rosalia"
3813,"2016 Quarter 4","Sales","All NAICS","$1,043,572","593","Rosalia"
3813,"2016 Quarter 3","Sales","All NAICS","$1,006,824","518","Rosalia"
3813,"2016 Quarter 2","Sales","All NAICS","$1,131,329","478","Rosalia"
3813,"2016 Quarter 1","Sales","All NAICS","$832,004","497","Rosalia"
3813,"2016 Annual","Sales","All NAICS","$4,013,729","1,018","Rosalia"
3813,"2015 Quarter 4","Sales","All NAICS","$972,345","544","Rosalia"
3813,"2015 Quarter 3","Sales","All NAICS","$911,147","451","Rosalia"
3813,"2015 Quarter 2","Sales","All NAICS","$996,557","460","Rosalia"
3813,"2015 Quarter 1","Sales","All NAICS","$895,299","443","Rosalia"
3813,"2015 Annual","Sales","All NAICS","$3,775,348","929","Rosalia"
3814,"2022 Quarter 3","Sales","All NAICS","$4,499,930","986","St. John"
3814,"2022 Quarter 2","Sales","All NAICS","$2,834,737","1,017","St. John"
3814,"2022 Quarter 1","Sales","All NAICS","$2,241,300","957","St. John"
3814,"2021 Quarter 4","Sales","All NAICS","$3,002,445","1,101","St. John"
3814,"2021 Quarter 3","Sales","All NAICS","$2,342,407","955","St. John"
3814,"2021 Quarter 2","Sales","All NAICS","$1,863,981","982","St. John"
3814,"2021 Quarter 1","Sales","All NAICS","$2,098,183","941","St. John"
3814,"2021 Annual","Sales","All NAICS","$9,301,356","1,900","St. John"
3814,"2020 Quarter 4","Sales","All NAICS","$2,981,271","991","St. John"
3814,"2020 Quarter 3","Sales","All NAICS","$2,235,889","856","St. John"
3814,"2020 Quarter 2","Sales","All NAICS","$1,522,996","876","St. John"
3814,"2020 Quarter 1","Sales","All NAICS","$1,898,114","771","St. John"
3814,"2020 Annual","Sales","All NAICS","$8,632,047","1,697","St. John"
3814,"2019 Quarter 4","Sales","All NAICS","$1,813,657","803","St. John"
3814,"2019 Quarter 3","Sales","All NAICS","$1,902,156","729","St. John"
3814,"2019 Quarter 2","Sales","All NAICS","$1,847,158","656","St. John"
3814,"2019 Quarter 1","Sales","All NAICS","$1,229,518","620","St. John"
3814,"2019 Annual","Sales","All NAICS","$6,790,645","1,326","St. John"
3814,"2018 Quarter 4","Sales","All NAICS","$2,015,609","692","St. John"
3814,"2018 Quarter 3","Sales","All NAICS","$1,506,015","572","St. John"
3814,"2018 Quarter 2","Sales","All NAICS","$1,402,474","540","St. John"
3814,"2018 Quarter 1","Sales","All NAICS","$1,867,452","531","St. John"
3814,"2018 Annual","Sales","All NAICS","$6,790,195","1,090","St. John"
3814,"2017 Quarter 4","Sales","All NAICS","$2,016,434","653","St. John"
3814,"2017 Quarter 3","Sales","All NAICS","$1,958,422","549","St. John"
3814,"2017 Quarter 2","Sales","All NAICS","$1,117,629","536","St. John"
3814,"2017 Quarter 1","Sales","All NAICS","$849,702","546","St. John"
3814,"2017 Annual","Sales","All NAICS","$5,942,187","1,088","St. John"
3814,"2016 Quarter 4","Sales","All NAICS","$1,507,399","608","St. John"
3814,"2016 Quarter 3","Sales","All NAICS","$1,423,644","481","St. John"
3814,"2016 Quarter 2","Sales","All NAICS","$1,152,195","498","St. John"
3814,"2016 Quarter 1","Sales","All NAICS","$988,426","480","St. John"
3814,"2016 Annual","Sales","All NAICS","$5,071,664","962","St. John"
3814,"2015 Quarter 4","Sales","All NAICS","$1,233,539","555","St. John"
3814,"2015 Quarter 3","Sales","All NAICS","$1,946,878","485","St. John"
3814,"2015 Quarter 2","Sales","All NAICS","$947,930","457","St. John"
3814,"2015 Quarter 1","Sales","All NAICS","$1,050,871","456","St. John"
3814,"2015 Annual","Sales","All NAICS","$5,179,218","890","St. John"
3815,"2022 Quarter 3","Sales","All NAICS","$4,539,027","897","Tekoa"
3815,"2022 Quarter 2","Sales","All NAICS","$2,489,707","904","Tekoa"
3815,"2022 Quarter 1","Sales","All NAICS","$2,066,997","906","Tekoa"
3815,"2021 Quarter 4","Sales","All NAICS","$2,116,775","908","Tekoa"
3815,"2021 Quarter 3","Sales","All NAICS","$1,888,111","865","Tekoa"
3815,"2021 Quarter 2","Sales","All NAICS","$1,886,767","859","Tekoa"
3815,"2021 Quarter 1","Sales","All NAICS","$1,687,158","871","Tekoa"
3815,"2021 Annual","Sales","All NAICS","$7,571,033","1,736","Tekoa"
3815,"2020 Quarter 4","Sales","All NAICS","$1,765,831","898","Tekoa"
3815,"2020 Quarter 3","Sales","All NAICS","$2,160,730","791","Tekoa"
3815,"2020 Quarter 2","Sales","All NAICS","$1,709,535","788","Tekoa"
3815,"2020 Quarter 1","Sales","All NAICS","$1,278,892","661","Tekoa"
3815,"2020 Annual","Sales","All NAICS","$6,904,648","1,533","Tekoa"
3815,"2019 Quarter 4","Sales","All NAICS","$1,405,138","722","Tekoa"
3815,"2019 Quarter 3","Sales","All NAICS","$3,117,148","659","Tekoa"
3815,"2019 Quarter 2","Sales","All NAICS","$1,488,991","612","Tekoa"
3815,"2019 Quarter 1","Sales","All NAICS","$1,113,349","595","Tekoa"
3815,"2019 Annual","Sales","All NAICS","$7,117,481","1,245","Tekoa"
3815,"2018 Quarter 4","Sales","All NAICS","$1,914,013","611","Tekoa"
3815,"2018 Quarter 3","Sales","All NAICS","$2,159,033","524","Tekoa"
3815,"2018 Quarter 2","Sales","All NAICS","$1,473,040","488","Tekoa"
3815,"2018 Quarter 1","Sales","All NAICS","$1,362,403","469","Tekoa"
3815,"2018 Annual","Sales","All NAICS","$6,907,304","1,002","Tekoa"
3815,"2017 Quarter 4","Sales","All NAICS","$1,568,908","614","Tekoa"
3815,"2017 Quarter 3","Sales","All NAICS","$1,886,382","510","Tekoa"
3815,"2017 Quarter 2","Sales","All NAICS","$1,224,701","510","Tekoa"
3815,"2017 Quarter 1","Sales","All NAICS","$1,205,002","448","Tekoa"
3815,"2017 Annual","Sales","All NAICS","$5,884,993","1,026","Tekoa"
3815,"2016 Quarter 4","Sales","All NAICS","$1,319,875","546","Tekoa"
3815,"2016 Quarter 3","Sales","All NAICS","$1,154,890","478","Tekoa"
3815,"2016 Quarter 2","Sales","All NAICS","$1,124,764","421","Tekoa"
3815,"2016 Quarter 1","Sales","All NAICS","$975,543","409","Tekoa"
3815,"2016 Annual","Sales","All NAICS","$4,575,072","895","Tekoa"
3815,"2015 Quarter 4","Sales","All NAICS","$1,037,012","485","Tekoa"
3815,"2015 Quarter 3","Sales","All NAICS","$1,310,285","460","Tekoa"
3815,"2015 Quarter 2","Sales","All NAICS","$3,458,984","422","Tekoa"
3815,"2015 Quarter 1","Sales","All NAICS","$824,170","389","Tekoa"
3815,"2015 Annual","Sales","All NAICS","$6,630,451","804","Tekoa"
3816,"2022 Quarter 3","Sales","All NAICS","$809,931","622","Uniontown"
3816,"2022 Quarter 2","Sales","All NAICS","$1,002,745","654","Uniontown"
3816,"2022 Quarter 1","Sales","All NAICS","$594,377","596","Uniontown"
3816,"2021 Quarter 4","Sales","All NAICS","$707,057","649","Uniontown"
3816,"2021 Quarter 3","Sales","All NAICS","$877,387","580","Uniontown"
3816,"2021 Quarter 2","Sales","All NAICS","$927,961","629","Uniontown"
3816,"2021 Quarter 1","Sales","All NAICS","$839,086","610","Uniontown"
3816,"2021 Annual","Sales","All NAICS","$3,347,100","1,205","Uniontown"
3816,"2020 Quarter 4","Sales","All NAICS","$724,165","619","Uniontown"
3816,"2020 Quarter 3","Sales","All NAICS","$864,902","519","Uniontown"
3816,"2020 Quarter 2","Sales","All NAICS","$551,976","524","Uniontown"
3816,"2020 Quarter 1","Sales","All NAICS","$456,046","440","Uniontown"
3816,"2020 Annual","Sales","All NAICS","$2,595,271","1,059","Uniontown"
3816,"2019 Quarter 4","Sales","All NAICS","$469,276","476","Uniontown"
3816,"2019 Quarter 3","Sales","All NAICS","$830,956","449","Uniontown"
3816,"2019 Quarter 2","Sales","All NAICS","$482,989","430","Uniontown"
3816,"2019 Quarter 1","Sales","All NAICS","$459,805","398","Uniontown"
3816,"2019 Annual","Sales","All NAICS","$2,241,858","855","Uniontown"
3816,"2018 Quarter 4","Sales","All NAICS","$776,757","440","Uniontown"
3816,"2018 Quarter 3","Sales","All NAICS","$500,317","356","Uniontown"
3816,"2018 Quarter 2","Sales","All NAICS","$808,969","331","Uniontown"
3816,"2018 Quarter 1","Sales","All NAICS","$679,736","348","Uniontown"
3816,"2018 Annual","Sales","All NAICS","$2,765,413","718","Uniontown"
3816,"2017 Quarter 4","Sales","All NAICS","$862,790","433","Uniontown"
3816,"2017 Quarter 3","Sales","All NAICS","$716,072","388","Uniontown"
3816,"2017 Quarter 2","Sales","All NAICS","$934,307","369","Uniontown"
3816,"2017 Quarter 1","Sales","All NAICS","$639,337","353","Uniontown"
3816,"2017 Annual","Sales","All NAICS","$3,152,506","763","Uniontown"
3816,"2016 Quarter 4","Sales","All NAICS","$663,609","405","Uniontown"
3816,"2016 Quarter 3","Sales","All NAICS","$1,312,246","359","Uniontown"
3816,"2016 Quarter 2","Sales","All NAICS","$1,042,524","351","Uniontown"
3816,"2016 Quarter 1","Sales","All NAICS","$786,129","332","Uniontown"
3816,"2016 Annual","Sales","All NAICS","$3,804,508","707","Uniontown"
3816,"2015 Quarter 4","Sales","All NAICS","$867,310","381","Uniontown"
3816,"2015 Quarter 3","Sales","All NAICS","$1,174,253","324","Uniontown"
3816,"2015 Quarter 2","Sales","All NAICS","$1,170,862","305","Uniontown"
3816,"2015 Quarter 1","Sales","All NAICS","$866,493","301","Uniontown"
3816,"2015 Annual","Sales","All NAICS","$4,078,918","617","Uniontown"
3900,"2022 Quarter 3","Sales","All NAICS","$241,905,543","9,295","Unincorporated Yakima County"
3900,"2022 Quarter 2","Sales","All NAICS","$233,726,116","9,321","Unincorporated Yakima County"
3900,"2022 Quarter 1","Sales","All NAICS","$200,543,854","8,941","Unincorporated Yakima County"
3900,"2021 Quarter 4","Sales","All NAICS","$212,676,068","9,359","Unincorporated Yakima County"
3900,"2021 Quarter 3","Sales","All NAICS","$196,490,660","8,560","Unincorporated Yakima County"
3900,"2021 Quarter 2","Sales","All NAICS","$197,274,176","8,528","Unincorporated Yakima County"
3900,"2021 Quarter 1","Sales","All NAICS","$167,804,972","8,064","Unincorporated Yakima County"
3900,"2021 Annual","Sales","All NAICS","$773,712,317","13,492","Unincorporated Yakima County"
3900,"2020 Quarter 4","Sales","All NAICS","$182,392,967","8,391","Unincorporated Yakima County"
3900,"2020 Quarter 3","Sales","All NAICS","$200,275,264","7,602","Unincorporated Yakima County"
3900,"2020 Quarter 2","Sales","All NAICS","$186,093,077","7,402","Unincorporated Yakima County"
3900,"2020 Quarter 1","Sales","All NAICS","$164,634,571","6,799","Unincorporated Yakima County"
3900,"2020 Annual","Sales","All NAICS","$732,767,583","11,957","Unincorporated Yakima County"
3900,"2019 Quarter 4","Sales","All NAICS","$172,084,212","7,176","Unincorporated Yakima County"
3900,"2019 Quarter 3","Sales","All NAICS","$180,849,437","6,422","Unincorporated Yakima County"
3900,"2019 Quarter 2","Sales","All NAICS","$171,945,488","5,987","Unincorporated Yakima County"
3900,"2019 Quarter 1","Sales","All NAICS","$135,969,846","5,401","Unincorporated Yakima County"
3900,"2019 Annual","Sales","All NAICS","$660,094,347","10,341","Unincorporated Yakima County"
3900,"2018 Quarter 4","Sales","All NAICS","$163,903,390","5,800","Unincorporated Yakima County"
3900,"2018 Quarter 3","Sales","All NAICS","$169,109,036","4,739","Unincorporated Yakima County"
3900,"2018 Quarter 2","Sales","All NAICS","$162,387,343","4,613","Unincorporated Yakima County"
3900,"2018 Quarter 1","Sales","All NAICS","$133,846,929","4,449","Unincorporated Yakima County"
3900,"2018 Annual","Sales","All NAICS","$628,914,272","8,404","Unincorporated Yakima County"
3900,"2017 Quarter 4","Sales","All NAICS","$152,276,691","5,787","Unincorporated Yakima County"
3900,"2017 Quarter 3","Sales","All NAICS","$170,712,516","4,909","Unincorporated Yakima County"
3900,"2017 Quarter 2","Sales","All NAICS","$151,670,708","4,663","Unincorporated Yakima County"
3900,"2017 Quarter 1","Sales","All NAICS","$113,905,687","4,120","Unincorporated Yakima County"
3900,"2017 Annual","Sales","All NAICS","$588,565,602","8,406","Unincorporated Yakima County"
3900,"2016 Quarter 4","Sales","All NAICS","$154,590,940","4,847","Unincorporated Yakima County"
3900,"2016 Quarter 3","Sales","All NAICS","$149,446,646","4,121","Unincorporated Yakima County"
3900,"2016 Quarter 2","Sales","All NAICS","$147,974,022","4,052","Unincorporated Yakima County"
3900,"2016 Quarter 1","Sales","All NAICS","$124,700,954","3,828","Unincorporated Yakima County"
3900,"2016 Annual","Sales","All NAICS","$576,712,562","7,183","Unincorporated Yakima County"
3900,"2015 Quarter 4","Sales","All NAICS","$135,722,366","4,483","Unincorporated Yakima County"
3900,"2015 Quarter 3","Sales","All NAICS","$134,107,279","3,852","Unincorporated Yakima County"
3900,"2015 Quarter 2","Sales","All NAICS","$134,298,570","3,748","Unincorporated Yakima County"
3900,"2015 Quarter 1","Sales","All NAICS","$132,030,675","3,534","Unincorporated Yakima County"
3900,"2015 Annual","Sales","All NAICS","$536,158,890","6,614","Unincorporated Yakima County"
3901,"2022 Quarter 3","Sales","All NAICS","$39,796,818","3,279","Grandview"
3901,"2022 Quarter 2","Sales","All NAICS","$42,952,732","3,307","Grandview"
3901,"2022 Quarter 1","Sales","All NAICS","$33,042,297","3,176","Grandview"
3901,"2021 Quarter 4","Sales","All NAICS","$34,660,385","3,339","Grandview"
3901,"2021 Quarter 3","Sales","All NAICS","$37,152,106","3,160","Grandview"
3901,"2021 Quarter 2","Sales","All NAICS","$36,499,897","3,191","Grandview"
3901,"2021 Quarter 1","Sales","All NAICS","$27,862,595","3,043","Grandview"
3901,"2021 Annual","Sales","All NAICS","$136,072,530","5,518","Grandview"
3901,"2020 Quarter 4","Sales","All NAICS","$27,449,362","3,065","Grandview"
3901,"2020 Quarter 3","Sales","All NAICS","$33,411,345","2,794","Grandview"
3901,"2020 Quarter 2","Sales","All NAICS","$32,346,119","2,883","Grandview"
3901,"2020 Quarter 1","Sales","All NAICS","$28,584,677","2,476","Grandview"
3901,"2020 Annual","Sales","All NAICS","$121,695,062","4,895","Grandview"
3901,"2019 Quarter 4","Sales","All NAICS","$28,828,593","2,644","Grandview"
3901,"2019 Quarter 3","Sales","All NAICS","$38,759,341","2,458","Grandview"
3901,"2019 Quarter 2","Sales","All NAICS","$38,814,499","2,406","Grandview"
3901,"2019 Quarter 1","Sales","All NAICS","$29,221,801","2,195","Grandview"
3901,"2019 Annual","Sales","All NAICS","$135,554,142","4,183","Grandview"
3901,"2018 Quarter 4","Sales","All NAICS","$33,026,836","2,261","Grandview"
3901,"2018 Quarter 3","Sales","All NAICS","$29,550,337","1,996","Grandview"
3901,"2018 Quarter 2","Sales","All NAICS","$32,888,714","1,995","Grandview"
3901,"2018 Quarter 1","Sales","All NAICS","$31,542,026","1,885","Grandview"
3901,"2018 Annual","Sales","All NAICS","$126,972,167","3,518","Grandview"
3901,"2017 Quarter 4","Sales","All NAICS","$26,957,715","2,288","Grandview"
3901,"2017 Quarter 3","Sales","All NAICS","$26,504,915","2,005","Grandview"
3901,"2017 Quarter 2","Sales","All NAICS","$25,259,521","1,965","Grandview"
3901,"2017 Quarter 1","Sales","All NAICS","$21,989,799","1,840","Grandview"
3901,"2017 Annual","Sales","All NAICS","$100,711,950","3,553","Grandview"
3901,"2016 Quarter 4","Sales","All NAICS","$22,399,857","2,124","Grandview"
3901,"2016 Quarter 3","Sales","All NAICS","$26,063,427","1,869","Grandview"
3901,"2016 Quarter 2","Sales","All NAICS","$27,173,135","1,785","Grandview"
3901,"2016 Quarter 1","Sales","All NAICS","$23,750,106","1,788","Grandview"
3901,"2016 Annual","Sales","All NAICS","$99,386,525","3,254","Grandview"
3901,"2015 Quarter 4","Sales","All NAICS","$24,506,694","1,918","Grandview"
3901,"2015 Quarter 3","Sales","All NAICS","$29,286,229","1,716","Grandview"
3901,"2015 Quarter 2","Sales","All NAICS","$26,116,453","1,716","Grandview"
3901,"2015 Quarter 1","Sales","All NAICS","$24,391,982","1,621","Grandview"
3901,"2015 Annual","Sales","All NAICS","$104,301,358","2,952","Grandview"
3902,"2022 Quarter 3","Sales","All NAICS","$8,152,857","1,493","Granger"
3902,"2022 Quarter 2","Sales","All NAICS","$8,195,512","1,454","Granger"
3902,"2022 Quarter 1","Sales","All NAICS","$5,637,237","1,455","Granger"
3902,"2021 Quarter 4","Sales","All NAICS","$7,871,702","1,555","Granger"
3902,"2021 Quarter 3","Sales","All NAICS","$7,236,491","1,446","Granger"
3902,"2021 Quarter 2","Sales","All NAICS","$7,013,499","1,486","Granger"
3902,"2021 Quarter 1","Sales","All NAICS","$5,675,672","1,466","Granger"
3902,"2021 Annual","Sales","All NAICS","$27,763,670","2,725","Granger"
3902,"2020 Quarter 4","Sales","All NAICS","$5,260,025","1,467","Granger"
