"County","year_num","quarter_num","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","Sales","Num_Units"
"Jefferson County",2022,1,96.2,26617,82.6,24603,76.4,17165,69.8,4,4,32221,167207460,14318
"Jefferson County",2022,2,96.1,27006,83.8,24947,77.4,17907,71.8,3,4,32221,193593089,14722
"Jefferson County",2022,3,96.1,27384,85,25226,78.3,18321,72.6,3,4,32221,219022109,14990
"King County",2017,1,0,0,0,0,0,0,0,0,0,2252782,14094314668,247873
"King County",2017,2,0,0,0,0,0,0,0,0,0,2252782,15383502439,260895
"King County",2017,3,0,0,0,0,0,0,0,0,0,2252782,16566708355,266994
"King County",2017,4,0,0,0,0,0,0,0,0,0,2252782,16866083473,315873
"King County",2018,1,0,0,0,0,0,0,0,0,0,2252782,15358933368,246589
"King County",2018,2,0,0,0,0,0,0,0,0,0,2252782,17314374836,255689
"King County",2018,3,0,0,0,0,0,0,0,0,0,2252782,17932433270,260194
"King County",2018,4,0,0,0,0,0,0,0,0,0,2252782,18454448435,303116
"King County",2019,1,0,0,0,0,0,0,0,0,0,2252782,15961201367,279488
"King County",2019,2,0,0,0,0,0,0,0,0,0,2252782,18557144503,302860
"King County",2019,3,0,0,0,0,0,0,0,0,0,2252782,18992725578,312210
"King County",2019,4,0,0,0,0,0,0,0,0,0,2252782,19318974516,345157
"King County",2020,1,0,0,0,0,0,0,0,0,0,2252782,16548123913,318521
"King County",2020,2,0,0,0,0,0,0,0,0,0,2252782,14478608817,328310
"King County",2020,3,0,0,0,0,0,0,0,0,0,2252782,17412401353,346947
"King County",2020,4,0,0,0,0,0,0,0,0,0,2252782,18561627037,387242
"King County",2021,1,96,682040,30.3,397453,17.6,0,0,5,0,2252782,16934197056,362093
"King County",2021,2,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,19648386941,378238
"King County",2021,3,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,20790357687,382276
"King County",2021,4,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,21111052743,420059
"King County",2022,1,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,19196636630,390319
"King County",2022,2,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,21611228554,405357
"King County",2022,3,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,23103323754,407533
"Kitsap County",2017,1,0,0,0,0,0,0,0,0,0,271473,979087508,30296
"Kitsap County",2017,2,0,0,0,0,0,0,0,0,0,271473,1105281757,31771
"Kitsap County",2017,3,0,0,0,0,0,0,0,0,0,271473,1169102266,32793
"Kitsap County",2017,4,0,0,0,0,0,0,0,0,0,271473,1186737267,39813
"Kitsap County",2018,1,0,0,0,0,0,0,0,0,0,271473,1123999447,30369
"Kitsap County",2018,2,0,0,0,0,0,0,0,0,0,271473,1273106211,31457
"Kitsap County",2018,3,0,0,0,0,0,0,0,0,0,271473,1315487585,32281
"Kitsap County",2018,4,0,0,0,0,0,0,0,0,0,271473,1342266413,38360
"Kitsap County",2019,1,0,0,0,0,0,0,0,0,0,271473,1143238208,35916
"Kitsap County",2019,2,0,0,0,0,0,0,0,0,0,271473,1324739012,38902
"Kitsap County",2019,3,0,0,0,0,0,0,0,0,0,271473,1389159734,40221
"Kitsap County",2019,4,0,0,0,0,0,0,0,0,0,271473,1388974005,44735
"Kitsap County",2020,1,0,0,0,0,0,0,0,0,0,271473,1193034289,41906
"Kitsap County",2020,2,0,0,0,0,0,0,0,0,0,271473,1259247128,44219
"Kitsap County",2020,3,0,0,0,0,0,0,0,0,0,271473,1483848726,46518
"Kitsap County",2020,4,0,0,0,0,0,0,0,0,0,271473,1510252547,52329
"Kitsap County",2021,1,96,85279,31.4,53829,19.8,0,0,5,0,271473,1390233954,49152
"Kitsap County",2021,2,96.1,153410,56.5,133695,49.2,0,0,7,0,271473,1614215271,51360
"Kitsap County",2021,3,96.2,179210,66,153804,56.7,0,0,8,0,271473,1648732934,51890
"Kitsap County",2021,4,96.2,197875,72.9,170909,63,68623,40.2,8,0,271473,1623504312,57076
"Kitsap County",2022,1,96.2,212568,78.3,188850,69.6,95100,50.4,8,8,271473,1546183721,53761
"Kitsap County",2022,2,96.1,218192,80.4,192401,70.9,105249,55.4,7,8,271473,1711842317,55349
"Kitsap County",2022,3,96.1,222225,81.9,193291,71.2,109951,56.9,7,8,271473,1778847300,55850
"Kittitas County",2017,1,0,0,0,0,0,0,0,0,0,47935,214660789,10653
"Kittitas County",2017,2,0,0,0,0,0,0,0,0,0,47935,274806473,11704
"Kittitas County",2017,3,0,0,0,0,0,0,0,0,0,47935,301777849,12073
"Kittitas County",2017,4,0,0,0,0,0,0,0,0,0,47935,282512458,14533
"Kittitas County",2018,1,0,0,0,0,0,0,0,0,0,47935,227620638,10730
"Kittitas County",2018,2,0,0,0,0,0,0,0,0,0,47935,279853100,11485
"Kittitas County",2018,3,0,0,0,0,0,0,0,0,0,47935,327851256,11953
"Kittitas County",2018,4,0,0,0,0,0,0,0,0,0,47935,307543096,14423
"Kittitas County",2019,1,0,0,0,0,0,0,0,0,0,47935,257605361,13524
"Kittitas County",2019,2,0,0,0,0,0,0,0,0,0,47935,309987221,14953
"Kittitas County",2019,3,0,0,0,0,0,0,0,0,0,47935,353677715,15828
"Kittitas County",2019,4,0,0,0,0,0,0,0,0,0,47935,322289690,17733
"Kittitas County",2020,1,0,0,0,0,0,0,0,0,0,47935,268180555,16700
"Kittitas County",2020,2,0,0,0,0,0,0,0,0,0,47935,280094933,18788
"Kittitas County",2020,3,0,0,0,0,0,0,0,0,0,47935,376097793,19333
"Kittitas County",2020,4,0,0,0,0,0,0,0,0,0,47935,363674230,21561
"Kittitas County",2021,1,96,12944,27,9309,19.4,0,0,5,0,47935,319159397,20582
"Kittitas County",2021,2,96.1,22840,47.6,20629,43,0,0,7,0,47935,391652299,21758
"Kittitas County",2021,3,96.2,26317,54.9,23153,48.3,0,0,7,0,47935,429656498,21506
"Kittitas County",2021,4,96.2,27784,58,24798,51.7,9836,39.7,8,0,47935,414496655,23810
"Kittitas County",2022,1,96.2,29050,60.6,25751,53.7,12572,48.8,8,7,47935,366345933,21819
"Kittitas County",2022,2,96.1,29395,61.3,26108,54.5,13374,51.2,6,8,47935,440984131,23029
"Kittitas County",2022,3,96.1,29736,62,26428,55.1,13812,52.3,6,8,47935,506661220,23073
"Klickitat County",2017,1,0,0,0,0,0,0,0,0,0,22425,54413499,6225
"Klickitat County",2017,2,0,0,0,0,0,0,0,0,0,22425,75353152,6730
"Klickitat County",2017,3,0,0,0,0,0,0,0,0,0,22425,83300218,7102
"Klickitat County",2017,4,0,0,0,0,0,0,0,0,0,22425,76812299,8412
"Klickitat County",2018,1,0,0,0,0,0,0,0,0,0,22425,66888659,6406
"Klickitat County",2018,2,0,0,0,0,0,0,0,0,0,22425,89092584,6696
"Klickitat County",2018,3,0,0,0,0,0,0,0,0,0,22425,107401389,7066
"Klickitat County",2018,4,0,0,0,0,0,0,0,0,0,22425,111871935,8365
"Klickitat County",2019,1,0,0,0,0,0,0,0,0,0,22425,74424302,7938
"Klickitat County",2019,2,0,0,0,0,0,0,0,0,0,22425,116121610,8693
"Klickitat County",2019,3,0,0,0,0,0,0,0,0,0,22425,124747282,9205
"Klickitat County",2019,4,0,0,0,0,0,0,0,0,0,22425,101367970,10088
"Klickitat County",2020,1,0,0,0,0,0,0,0,0,0,22425,75254396,9542
"Klickitat County",2020,2,0,0,0,0,0,0,0,0,0,22425,84742848,10908
"Klickitat County",2020,3,0,0,0,0,0,0,0,0,0,22425,99626497,11122
"Klickitat County",2020,4,0,0,0,0,0,0,0,0,0,22425,105071968,12414
"Klickitat County",2021,1,96,5914,26.4,4290,19.1,0,0,9,0,22425,107752095,11794
"Klickitat County",2021,2,96.1,9623,42.9,8815,39.3,0,0,10,0,22425,189012701,12312
"Klickitat County",2021,3,96.2,10444,46.6,9606,42.8,0,0,11,0,22425,185510671,12180
"Klickitat County",2021,4,96.2,11297,50.4,10296,45.9,4228,41.1,11,0,22425,173984326,13451
"Klickitat County",2022,1,96.2,11671,52,10615,47.3,5218,49.2,11,11,22425,115238450,12356
"Klickitat County",2022,2,96.1,11814,52.7,10741,47.9,5600,52.1,9,12,22425,139800675,13120
"Klickitat County",2022,3,96.1,11959,53.3,10861,48.4,5819,53.6,9,12,22425,165807434,13077
"Lewis County",2017,1,0,0,0,0,0,0,0,0,0,80707,295188012,16688
"Lewis County",2017,2,0,0,0,0,0,0,0,0,0,80707,353864365,17238
"Lewis County",2017,3,0,0,0,0,0,0,0,0,0,80707,377413354,17904
"Lewis County",2017,4,0,0,0,0,0,0,0,0,0,80707,358112361,21255
"Lewis County",2018,1,0,0,0,0,0,0,0,0,0,80707,334627530,16675
"Lewis County",2018,2,0,0,0,0,0,0,0,0,0,80707,390225065,17366
"Lewis County",2018,3,0,0,0,0,0,0,0,0,0,80707,422554049,17941
"Lewis County",2018,4,0,0,0,0,0,0,0,0,0,80707,408860258,21129
"Lewis County",2019,1,0,0,0,0,0,0,0,0,0,80707,392389145,20213
"Lewis County",2019,2,0,0,0,0,0,0,0,0,0,80707,437466983,21766
"Lewis County",2019,3,0,0,0,0,0,0,0,0,0,80707,484239095,22764
"Lewis County",2019,4,0,0,0,0,0,0,0,0,0,80707,526517341,25258
"Lewis County",2020,1,0,0,0,0,0,0,0,0,0,80707,361885872,24024
"Lewis County",2020,2,0,0,0,0,0,0,0,0,0,80707,419806817,26356
"Lewis County",2020,3,0,0,0,0,0,0,0,0,0,80707,493351017,27008
"Lewis County",2020,4,0,0,0,0,0,0,0,0,0,80707,481555813,29845
"Lewis County",2021,1,96,18317,22.7,10388,12.9,0,0,13,0,80707,469153369,29056
"Lewis County",2021,2,96.1,33767,41.8,29916,37.1,0,0,14,0,80707,548290734,30194
"Lewis County",2021,3,96.2,43274,53.6,36735,45.5,0,0,15,0,80707,544728024,29976
"Lewis County",2021,4,96.2,43525,53.9,39305,48.7,12251,31.2,15,0,80707,525614334,32852
"Lewis County",2022,1,96.2,45791,56.7,41230,51.1,17966,43.6,16,15,80707,491387747,30828
"Lewis County",2022,2,96.1,46466,57.6,41922,51.9,19233,45.9,14,15,80707,562705618,31908
"Lewis County",2022,3,96.1,47021,58.3,42412,52.6,19830,46.8,14,15,80707,608876675,31986
"Lincoln County",2017,1,0,0,0,0,0,0,0,0,0,10939,21397540,5737
"Lincoln County",2017,2,0,0,0,0,0,0,0,0,0,10939,33505592,6279
"Lincoln County",2017,3,0,0,0,0,0,0,0,0,0,10939,40591829,6559
"Lincoln County",2017,4,0,0,0,0,0,0,0,0,0,10939,37082736,7462
"Lincoln County",2018,1,0,0,0,0,0,0,0,0,0,10939,27638797,5860
"Lincoln County",2018,2,0,0,0,0,0,0,0,0,0,10939,33776513,6184
"Lincoln County",2018,3,0,0,0,0,0,0,0,0,0,10939,40978651,6359
"Lincoln County",2018,4,0,0,0,0,0,0,0,0,0,10939,37324135,7553
"Lincoln County",2019,1,0,0,0,0,0,0,0,0,0,10939,27618931,7120
"Lincoln County",2019,2,0,0,0,0,0,0,0,0,0,10939,37784014,7733
"Lincoln County",2019,3,0,0,0,0,0,0,0,0,0,10939,41184879,8164
"Lincoln County",2019,4,0,0,0,0,0,0,0,0,0,10939,37798272,9097
"Lincoln County",2020,1,0,0,0,0,0,0,0,0,0,10939,29629155,8647
"Lincoln County",2020,2,0,0,0,0,0,0,0,0,0,10939,37480028,9902
"Lincoln County",2020,3,0,0,0,0,0,0,0,0,0,10939,47819478,9906
"Lincoln County",2020,4,0,0,0,0,0,0,0,0,0,10939,47274542,11249
"Lincoln County",2021,1,96,2852,26.1,2071,18.9,0,0,1,0,10939,40493614,10760
"Lincoln County",2021,2,96.1,4485,41,4219,38.6,0,0,2,0,10939,48991399,10978
"Lincoln County",2021,3,96.2,5361,49,4991,45.6,0,0,3,0,10939,51572516,10953
"Lincoln County",2021,4,96.2,5897,53.9,5611,51.3,2292,40.8,4,0,10939,51891186,12215
"Lincoln County",2022,1,96.2,6757,61.8,6305,57.6,3016,47.8,4,3,10939,41906815,11123
"Lincoln County",2022,2,96.1,6873,62.8,6382,58.3,3315,52.3,2,4,10939,55475044,11413
"Lincoln County",2022,3,96.1,6963,63.7,6398,58.5,3400,53.1,2,4,10939,65178968,11440
"Mason County",2017,1,0,0,0,0,0,0,0,0,0,66768,141901633,8323
"Mason County",2017,2,0,0,0,0,0,0,0,0,0,66768,174696618,8834
"Mason County",2017,3,0,0,0,0,0,0,0,0,0,66768,183671178,9221
"Mason County",2017,4,0,0,0,0,0,0,0,0,0,66768,166086168,10883
"Mason County",2018,1,0,0,0,0,0,0,0,0,0,66768,155831427,8478
"Mason County",2018,2,0,0,0,0,0,0,0,0,0,66768,189397576,8859
"Mason County",2018,3,0,0,0,0,0,0,0,0,0,66768,213182680,9190
"Mason County",2018,4,0,0,0,0,0,0,0,0,0,66768,203560291,10779
"Mason County",2019,1,0,0,0,0,0,0,0,0,0,66768,186242507,10161
"Mason County",2019,2,0,0,0,0,0,0,0,0,0,66768,227455139,11144
"Mason County",2019,3,0,0,0,0,0,0,0,0,0,66768,237517472,11685
"Mason County",2019,4,0,0,0,0,0,0,0,0,0,66768,219264232,12830
"Mason County",2020,1,0,0,0,0,0,0,0,0,0,66768,197801156,12031
"Mason County",2020,2,0,0,0,0,0,0,0,0,0,66768,229946145,13181
"Mason County",2020,3,0,0,0,0,0,0,0,0,0,66768,258283727,13858
"Mason County",2020,4,0,0,0,0,0,0,0,0,0,66768,257909336,15171
"Mason County",2021,1,96,19348,29,13570,20.3,0,0,9,0,66768,238421035,14433
"Mason County",2021,2,96.1,33046,49.5,29960,44.9,0,0,11,0,66768,289562313,15279
"Mason County",2021,3,96.2,38742,58,34543,51.7,0,0,12,0,66768,285405826,15354
"Mason County",2021,4,96.2,42372,63.5,38146,57.1,14649,38.4,12,0,66768,276414886,16509
"Mason County",2022,1,96.2,45226,67.7,40567,60.8,19842,48.9,12,11,66768,259599923,15701
"Mason County",2022,2,96.1,46087,69,41262,61.8,21088,51.2,10,12,66768,299186563,16252
"Mason County",2022,3,96.1,46644,69.9,41655,62.4,21792,52.3,10,12,66768,324830360,16338
"Okanogan County",2017,1,0,0,0,0,0,0,0,0,0,42243,117709592,13143
"Okanogan County",2017,2,0,0,0,0,0,0,0,0,0,42243,169584098,14102
"Okanogan County",2017,3,0,0,0,0,0,0,0,0,0,42243,188822262,14531
"Okanogan County",2017,4,0,0,0,0,0,0,0,0,0,42243,163223552,17190
"Okanogan County",2018,1,0,0,0,0,0,0,0,0,0,42243,130138980,13263
"Okanogan County",2018,2,0,0,0,0,0,0,0,0,0,42243,176648709,14155
"Okanogan County",2018,3,0,0,0,0,0,0,0,0,0,42243,205465710,14618
"Okanogan County",2018,4,0,0,0,0,0,0,0,0,0,42243,179395351,17444
"Okanogan County",2019,1,0,0,0,0,0,0,0,0,0,42243,136002209,16211
"Okanogan County",2019,2,0,0,0,0,0,0,0,0,0,42243,188251146,18078
"Okanogan County",2019,3,0,0,0,0,0,0,0,0,0,42243,207179159,19011
"Okanogan County",2019,4,0,0,0,0,0,0,0,0,0,42243,178752313,20833
"Okanogan County",2020,1,0,0,0,0,0,0,0,0,0,42243,144848482,19431
"Okanogan County",2020,2,0,0,0,0,0,0,0,0,0,42243,185520400,21958
"Okanogan County",2020,3,0,0,0,0,0,0,0,0,0,42243,227814187,22183
"Okanogan County",2020,4,0,0,0,0,0,0,0,0,0,42243,214953708,24647
"Okanogan County",2021,1,96,15237,36.1,11793,27.9,0,0,13,0,42243,192991937,23623
"Okanogan County",2021,2,96.1,24068,57,22086,52.3,0,0,16,0,42243,247929301,24644
"Okanogan County",2021,3,96.2,27991,66.3,25251,59.8,0,0,16,0,42243,251908479,24449
"Okanogan County",2021,4,96.2,29907,70.8,27532,65.2,9564,34.7,16,0,42243,238170233,27064
"Okanogan County",2022,1,96.2,30835,73,28386,67.2,12442,43.8,16,15,42243,196419790,24623
"Okanogan County",2022,2,96.1,31336,74.2,28776,68.1,14018,48.7,15,15,42243,251430525,26172
"Okanogan County",2022,3,96.1,31661,74.9,28999,68.6,14544,50.2,15,16,42243,279585460,25998
"Pacific County",2017,1,0,0,0,0,0,0,0,0,0,22471,50619616,6691
"Pacific County",2017,2,0,0,0,0,0,0,0,0,0,22471,62499694,7037
"Pacific County",2017,3,0,0,0,0,0,0,0,0,0,22471,85755181,7431
"Pacific County",2017,4,0,0,0,0,0,0,0,0,0,22471,64404579,8669
"Pacific County",2018,1,0,0,0,0,0,0,0,0,0,22471,56375193,6671
"Pacific County",2018,2,0,0,0,0,0,0,0,0,0,22471,70236357,6959
"Pacific County",2018,3,0,0,0,0,0,0,0,0,0,22471,90203595,7394
"Pacific County",2018,4,0,0,0,0,0,0,0,0,0,22471,72674791,8786
"Pacific County",2019,1,0,0,0,0,0,0,0,0,0,22471,67073006,8385
"Pacific County",2019,2,0,0,0,0,0,0,0,0,0,22471,81657596,9083
"Pacific County",2019,3,0,0,0,0,0,0,0,0,0,22471,101515533,9576
"Pacific County",2019,4,0,0,0,0,0,0,0,0,0,22471,77843996,10391
"Pacific County",2020,1,0,0,0,0,0,0,0,0,0,22471,67620731,9997
"Pacific County",2020,2,0,0,0,0,0,0,0,0,0,22471,73927673,11138
"Pacific County",2020,3,0,0,0,0,0,0,0,0,0,22471,111301455,11507
"Pacific County",2020,4,0,0,0,0,0,0,0,0,0,22471,90945377,12723
"Pacific County",2021,1,96,7001,31.2,5472,24.4,0,0,9,0,22471,84331817,12300
"Pacific County",2021,2,96.1,10899,48.5,9906,44.1,0,0,11,0,22471,111238968,12930
"Pacific County",2021,3,96.2,12224,54.4,10955,48.8,0,0,11,0,22471,123809428,12854
"Pacific County",2021,4,96.2,13638,60.7,11962,53.2,4732,39.6,12,0,22471,96519823,13804
"Pacific County",2022,1,96.2,14949,66.5,13249,59,6695,50.5,12,12,22471,95667256,12855
"Pacific County",2022,2,96.1,15199,67.6,13528,60.2,7238,53.5,10,12,22471,114559660,13341
"Pacific County",2022,3,96.1,15419,68.6,13732,61.1,7537,54.9,10,12,22471,142806877,13472
"Pend Oreille County",2017,1,0,0,0,0,0,0,0,0,0,13724,27171511,4542
"Pend Oreille County",2017,2,0,0,0,0,0,0,0,0,0,13724,30474698,4830
"Pend Oreille County",2017,3,0,0,0,0,0,0,0,0,0,13724,41011903,5098
"Pend Oreille County",2017,4,0,0,0,0,0,0,0,0,0,13724,43112540,6090
"Pend Oreille County",2018,1,0,0,0,0,0,0,0,0,0,13724,29276306,4446
"Pend Oreille County",2018,2,0,0,0,0,0,0,0,0,0,13724,44974421,4765
"Pend Oreille County",2018,3,0,0,0,0,0,0,0,0,0,13724,49643060,4981
"Pend Oreille County",2018,4,0,0,0,0,0,0,0,0,0,13724,49062124,6102
"Pend Oreille County",2019,1,0,0,0,0,0,0,0,0,0,13724,33427564,5530
"Pend Oreille County",2019,2,0,0,0,0,0,0,0,0,0,13724,37776772,6031
"Pend Oreille County",2019,3,0,0,0,0,0,0,0,0,0,13724,44307922,6466
"Pend Oreille County",2019,4,0,0,0,0,0,0,0,0,0,13724,39846315,7090
"Pend Oreille County",2020,1,0,0,0,0,0,0,0,0,0,13724,27860255,6654
"Pend Oreille County",2020,2,0,0,0,0,0,0,0,0,0,13724,34550107,7651
"Pend Oreille County",2020,3,0,0,0,0,0,0,0,0,0,13724,52130623,7751
"Pend Oreille County",2020,4,0,0,0,0,0,0,0,0,0,13724,44098322,8417
"Pend Oreille County",2021,1,96,2936,21.4,1807,13.2,0,0,9,0,13724,30640614,7991
"Pend Oreille County",2021,2,96.1,4497,32.8,3994,29.1,0,0,9,0,13724,43361770,8500
"Pend Oreille County",2021,3,96.2,5413,39.4,4689,34.2,0,0,10,0,13724,47071514,8505
"Pend Oreille County",2021,4,96.2,5984,43.6,5237,38.2,2177,41.6,10,0,13724,49565076,9260
"Pend Oreille County",2022,1,96.2,6385,46.5,5578,40.6,2751,49.3,11,11,13724,44569913,8412
"Pend Oreille County",2022,2,96.1,6520,47.5,5670,41.3,2954,52.4,9,12,13724,59861852,8990
"Pend Oreille County",2022,3,96.1,6619,48.2,5726,41.7,3072,53.7,9,12,13724,62939986,9067
"Pierce County",2017,1,0,0,0,0,0,0,0,0,0,904980,3619706497,94550
"Pierce County",2017,2,0,0,0,0,0,0,0,0,0,904980,3966592417,99055
"Pierce County",2017,3,0,0,0,0,0,0,0,0,0,904980,4227116748,101949
"Pierce County",2017,4,0,0,0,0,0,0,0,0,0,904980,4267662352,120781
"Pierce County",2018,1,0,0,0,0,0,0,0,0,0,904980,3995687042,94805
"Pierce County",2018,2,0,0,0,0,0,0,0,0,0,904980,4386572331,98207
"Pierce County",2018,3,0,0,0,0,0,0,0,0,0,904980,4559615391,100577
"Pierce County",2018,4,0,0,0,0,0,0,0,0,0,904980,4661534741,118438
"Pierce County",2019,1,0,0,0,0,0,0,0,0,0,904980,4210027245,110541
"Pierce County",2019,2,0,0,0,0,0,0,0,0,0,904980,4726143743,119427
"Pierce County",2019,3,0,0,0,0,0,0,0,0,0,904980,4884078316,123509
"Pierce County",2019,4,0,0,0,0,0,0,0,0,0,904980,4937060363,137568
"Pierce County",2020,1,0,0,0,0,0,0,0,0,0,904980,4340892564,128878
"Pierce County",2020,2,0,0,0,0,0,0,0,0,0,904980,4470159065,136787
"Pierce County",2020,3,0,0,0,0,0,0,0,0,0,904980,5225998644,141075
"Pierce County",2020,4,0,0,0,0,0,0,0,0,0,904980,5386470430,156963
"Pierce County",2021,1,96,224392,24.8,143093,15.8,0,0,5,0,904980,5181079652,148928
"Pierce County",2021,2,96.1,479852,53,418025,46.2,0,0,7,0,904980,5954213315,155304
"Pierce County",2021,3,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,5855948471,156307
"Pierce County",2021,4,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,5886581268,171740
"Pierce County",2022,1,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,5492003191,160962
"Pierce County",2022,2,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6022709237,166781
"Pierce County",2022,3,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6331841923,165987
"San Juan County",2017,1,0,0,0,0,0,0,0,0,0,17582,95545611,5850
"San Juan County",2017,2,0,0,0,0,0,0,0,0,0,17582,138489781,6462
"San Juan County",2017,3,0,0,0,0,0,0,0,0,0,17582,175314287,6579
"San Juan County",2017,4,0,0,0,0,0,0,0,0,0,17582,114244863,8002
"San Juan County",2018,1,0,0,0,0,0,0,0,0,0,17582,100248690,5762
"San Juan County",2018,2,0,0,0,0,0,0,0,0,0,17582,142425816,6297
"San Juan County",2018,3,0,0,0,0,0,0,0,0,0,17582,179116134,6534
"San Juan County",2018,4,0,0,0,0,0,0,0,0,0,17582,134459849,7733
"San Juan County",2019,1,0,0,0,0,0,0,0,0,0,17582,106742204,7104
"San Juan County",2019,2,0,0,0,0,0,0,0,0,0,17582,160217176,8102
"San Juan County",2019,3,0,0,0,0,0,0,0,0,0,17582,197627419,8461
"San Juan County",2019,4,0,0,0,0,0,0,0,0,0,17582,135559137,9263
"San Juan County",2020,1,0,0,0,0,0,0,0,0,0,17582,112586908,8466
"San Juan County",2020,2,0,0,0,0,0,0,0,0,0,17582,124057923,9631
"San Juan County",2020,3,0,0,0,0,0,0,0,0,0,17582,185625156,10255
"San Juan County",2020,4,0,0,0,0,0,0,0,0,0,17582,157257397,11306
"San Juan County",2021,1,96,7108,40.4,3787,21.5,0,0,1,0,17582,144613442,10659
"San Juan County",2021,2,96.1,12972,73.8,12282,69.9,0,0,4,0,17582,203933764,11310
"San Juan County",2021,3,96.2,13731,78.1,12913,73.4,0,0,4,0,17582,233572176,11601
"San Juan County",2021,4,96.2,14883,84.6,13675,77.8,8010,58.6,4,0,17582,174290792,12411
"San Juan County",2022,1,96.2,15785,89.8,14310,81.4,9445,66,4,4,17582,161143619,11331
"San Juan County",2022,2,96.1,16215,92.2,14540,82.7,9978,68.6,4,4,17582,220844873,12178
"San Juan County",2022,3,96.1,16435,93.5,14707,83.6,10180,69.2,4,4,17582,262030528,12309
"Skagit County",2017,1,0,0,0,0,0,0,0,0,0,129205,624472282,25063
"Skagit County",2017,2,0,0,0,0,0,0,0,0,0,129205,755018715,26522
"Skagit County",2017,3,0,0,0,0,0,0,0,0,0,129205,785420162,27241
"Skagit County",2017,4,0,0,0,0,0,0,0,0,0,129205,766615732,32538
"Skagit County",2018,1,0,0,0,0,0,0,0,0,0,129205,717214116,25476
"Skagit County",2018,2,0,0,0,0,0,0,0,0,0,129205,834383279,26547
"Skagit County",2018,3,0,0,0,0,0,0,0,0,0,129205,867134094,27083
"Skagit County",2018,4,0,0,0,0,0,0,0,0,0,129205,824970563,31916
"Skagit County",2019,1,0,0,0,0,0,0,0,0,0,129205,722033725,30381
"Skagit County",2019,2,0,0,0,0,0,0,0,0,0,129205,848762991,32532
"Skagit County",2019,3,0,0,0,0,0,0,0,0,0,129205,861726614,33965
"Skagit County",2019,4,0,0,0,0,0,0,0,0,0,129205,828659087,37520
"Skagit County",2020,1,0,0,0,0,0,0,0,0,0,129205,713533446,35351
"Skagit County",2020,2,0,0,0,0,0,0,0,0,0,129205,745226717,38452
"Skagit County",2020,3,0,0,0,0,0,0,0,0,0,129205,907911508,39364
"Skagit County",2020,4,0,0,0,0,0,0,0,0,0,129205,894607571,43791
"Skagit County",2021,1,96,41241,31.9,26853,20.8,0,0,9,0,129205,855413143,41871
"Skagit County",2021,2,96.1,73455,56.9,66392,51.4,0,0,12,0,129205,1002209266,43511
"Skagit County",2021,3,96.2,85251,66,75918,58.8,0,0,12,0,129205,1011076633,43918
"Skagit County",2021,4,96.2,90606,70.1,82475,63.8,34580,41.9,12,0,129205,976672080,47877
"Skagit County",2022,1,96.2,95021,73.5,86411,66.9,46414,53.7,12,12,129205,960304133,45096
"Skagit County",2022,2,96.1,96404,74.6,87642,67.8,49245,56.2,11,12,129205,1070189908,46646
"Skagit County",2022,3,96.1,97764,75.7,88603,68.6,50938,57.5,11,12,129205,1102108750,47000
"Skamania County",2017,1,0,0,0,0,0,0,0,0,0,12083,19037615,3355
"Skamania County",2017,2,0,0,0,0,0,0,0,0,0,12083,34885375,3741
"Skamania County",2017,3,0,0,0,0,0,0,0,0,0,12083,43741415,3880
"Skamania County",2017,4,0,0,0,0,0,0,0,0,0,12083,36435584,4621
"Skamania County",2018,1,0,0,0,0,0,0,0,0,0,12083,26868390,3454
"Skamania County",2018,2,0,0,0,0,0,0,0,0,0,12083,33729790,3651
"Skamania County",2018,3,0,0,0,0,0,0,0,0,0,12083,40769517,3826
"Skamania County",2018,4,0,0,0,0,0,0,0,0,0,12083,37555173,4699
"Skamania County",2019,1,0,0,0,0,0,0,0,0,0,12083,31825404,4345
"Skamania County",2019,2,0,0,0,0,0,0,0,0,0,12083,49564553,4815
"Skamania County",2019,3,0,0,0,0,0,0,0,0,0,12083,53084252,5165
"Skamania County",2019,4,0,0,0,0,0,0,0,0,0,12083,41821126,5700
"Skamania County",2020,1,0,0,0,0,0,0,0,0,0,12083,33122161,5466
"Skamania County",2020,2,0,0,0,0,0,0,0,0,0,12083,34353855,6219
"Skamania County",2020,3,0,0,0,0,0,0,0,0,0,12083,45289477,6460
"Skamania County",2020,4,0,0,0,0,0,0,0,0,0,12083,38877065,7347
"Skamania County",2021,1,96,2135,17.7,1491,12.3,0,0,1,0,12083,32555928,6991
