"Year","year_num","quarter_num","City","County","Sales","Num_Units","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","county_avg_quarterly_sale_per_capita","Is_Commerce_Center"
"2021 Quarter 3",2021,3,"Unincorporated Okanogan County","Okanogan County",82002833,5652,96.2,27991,66.3,25251,59.8,0,0,16,0,42243,5963.31886939848,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Okanogan County","Okanogan County",75409434,6308,96.2,29907,70.8,27532,65.2,9564,34.7,16,0,42243,5638.0994010842,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Okanogan County","Okanogan County",60454648,5665,96.2,30835,73,28386,67.2,12442,43.8,16,15,42243,4649.75948677887,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Okanogan County","Okanogan County",84175912,6209,96.1,31336,74.2,28776,68.1,14018,48.7,15,15,42243,5952.00447411405,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Okanogan County","Okanogan County",90934956,6222,96.1,31661,74.9,28999,68.6,14544,50.2,15,16,42243,6618.50389413631,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Pacific County","Pacific County",31792246,3257,0,0,0,0,0,0,0,0,0,22471,2984.869654221,FALSE
"2019 Quarter 2",2019,2,"Unincorporated Pacific County","Pacific County",38285317,3563,0,0,0,0,0,0,0,0,0,22471,3633.91019536291,FALSE
"2019 Quarter 3",2019,3,"Unincorporated Pacific County","Pacific County",46591309,3795,0,0,0,0,0,0,0,0,0,22471,4517.62418227938,FALSE
"2019 Quarter 4",2019,4,"Unincorporated Pacific County","Pacific County",37592979,4173,0,0,0,0,0,0,0,0,0,22471,3464.19812202394,FALSE
"2020 Quarter 1",2020,1,"Unincorporated Pacific County","Pacific County",31842777,3950,0,0,0,0,0,0,0,0,0,22471,3009.24440389836,FALSE
"2020 Quarter 2",2020,2,"Unincorporated Pacific County","Pacific County",35450542,4473,0,0,0,0,0,0,0,0,0,22471,3289.91469004495,FALSE
"2020 Quarter 3",2020,3,"Unincorporated Pacific County","Pacific County",53901148,4593,0,0,0,0,0,0,0,0,0,22471,4953.11534867162,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Pacific County","Pacific County",48274627,5138,0,0,0,0,0,0,0,0,0,22471,4047.23318944417,FALSE
"2021 Quarter 1",2021,1,"Unincorporated Pacific County","Pacific County",41796434,4932,96,7001,31.2,5472,24.4,0,0,9,0,22471,3752.91784967291,FALSE
"2021 Quarter 2",2021,2,"Unincorporated Pacific County","Pacific County",54778852,5215,96.1,10899,48.5,9906,44.1,0,0,11,0,22471,4950.33456454986,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Pacific County","Pacific County",58101079,5320,96.2,12224,54.4,10955,48.8,0,0,11,0,22471,5509.74269057897,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Pacific County","Pacific County",50528033,5759,96.2,13638,60.7,11962,53.2,4732,39.6,12,0,22471,4295.30608339638,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Pacific County","Pacific County",50273355,5308,96.2,14949,66.5,13249,59,6695,50.5,12,12,22471,4257.36531529527,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Pacific County","Pacific County",59732081,5548,96.1,15199,67.6,13528,60.2,7238,53.5,10,12,22471,5098.11134350941,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Pacific County","Pacific County",74338495,5668,96.1,15419,68.6,13732,61.1,7537,54.9,10,12,22471,6355.16341061813,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Pend Oreille County","Pend Oreille County",17945807,2091,0,0,0,0,0,0,0,0,0,13724,2435.70125327893,FALSE
"2019 Quarter 2",2019,2,"Unincorporated Pend Oreille County","Pend Oreille County",20499819,2394,0,0,0,0,0,0,0,0,0,13724,2752.60652870883,FALSE
"2019 Quarter 3",2019,3,"Unincorporated Pend Oreille County","Pend Oreille County",24519969,2572,0,0,0,0,0,0,0,0,0,13724,3228.49912561935,FALSE
"2019 Quarter 4",2019,4,"Unincorporated Pend Oreille County","Pend Oreille County",21421650,2822,0,0,0,0,0,0,0,0,0,13724,2903.40389099388,FALSE
"2020 Quarter 1",2020,1,"Unincorporated Pend Oreille County","Pend Oreille County",13700421,2696,0,0,0,0,0,0,0,0,0,13724,2030.03898280385,FALSE
"2020 Quarter 2",2020,2,"Unincorporated Pend Oreille County","Pend Oreille County",18394542,3202,0,0,0,0,0,0,0,0,0,13724,2517.4954095016,FALSE
"2020 Quarter 3",2020,3,"Unincorporated Pend Oreille County","Pend Oreille County",34429955,3191,0,0,0,0,0,0,0,0,0,13724,3798.50065578549,FALSE
"2020 Quarter 4",2020,4,"Unincorporated Pend Oreille County","Pend Oreille County",27080516,3500,0,0,0,0,0,0,0,0,0,13724,3213.22661031769,FALSE
"2021 Quarter 1",2021,1,"Unincorporated Pend Oreille County","Pend Oreille County",15505924,3273,96,2936,21.4,1807,13.2,0,0,9,0,13724,2232.62999125619,FALSE
"2021 Quarter 2",2021,2,"Unincorporated Pend Oreille County","Pend Oreille County",23763048,3596,96.1,4497,32.8,3994,29.1,0,0,9,0,13724,3159.5577091227,FALSE
"2021 Quarter 3",2021,3,"Unincorporated Pend Oreille County","Pend Oreille County",27395898,3551,96.2,5413,39.4,4689,34.2,0,0,10,0,13724,3429.86840571262,FALSE
"2021 Quarter 4",2021,4,"Unincorporated Pend Oreille County","Pend Oreille County",30000321,3897,96.2,5984,43.6,5237,38.2,2177,41.6,10,0,13724,3611.56193529583,FALSE
"2022 Quarter 1",2022,1,"Unincorporated Pend Oreille County","Pend Oreille County",27413572,3527,96.2,6385,46.5,5578,40.6,2751,49.3,11,11,13724,3247.58911396094,FALSE
"2022 Quarter 2",2022,2,"Unincorporated Pend Oreille County","Pend Oreille County",38795417,3856,96.1,6520,47.5,5670,41.3,2954,52.4,9,12,13724,4361.83707373943,FALSE
"2022 Quarter 3",2022,3,"Unincorporated Pend Oreille County","Pend Oreille County",40002439,3920,96.1,6619,48.2,5726,41.7,3072,53.7,9,12,13724,4586.12547362285,FALSE
"2019 Quarter 1",2019,1,"Unincorporated Pierce County","Pierce County",875948644,14734,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,TRUE
"2019 Quarter 2",2019,2,"Unincorporated Pierce County","Pierce County",994399660,16152,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Pierce County","Pierce County",1028423502,16621,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Pierce County","Pierce County",1041095224,18432,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Pierce County","Pierce County",961689984,17078,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,TRUE
"2020 Quarter 2",2020,2,"Unincorporated Pierce County","Pierce County",1083111188,17710,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Pierce County","Pierce County",1209267329,18695,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Pierce County","Pierce County",1290989471,20880,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Pierce County","Pierce County",1226719114,19531,96,224392,24.8,143093,15.8,0,0,5,0,904980,5725.0764127384,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Pierce County","Pierce County",1407974517,20497,96.1,479852,53,418025,46.2,0,0,7,0,904980,6579.38663285377,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Pierce County","Pierce County",1368182574,20742,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,6470.80429512254,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Pierce County","Pierce County",1386851544,22729,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,6504.65343764503,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Pierce County","Pierce County",1292773529,21468,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,6068.64592698181,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Pierce County","Pierce County",1435328576,22358,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6655.07440716922,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Pierce County","Pierce County",1561435013,22571,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6996.6650345864,TRUE
"2019 Quarter 1",2019,1,"Unincorporated San Juan County","San Juan County",80208803,4545,0,0,0,0,0,0,0,0,0,17582,6071.10704129223,TRUE
"2019 Quarter 2",2019,2,"Unincorporated San Juan County","San Juan County",117494408,5211,0,0,0,0,0,0,0,0,0,17582,9112.56830849733,TRUE
"2019 Quarter 3",2019,3,"Unincorporated San Juan County","San Juan County",143270432,5494,0,0,0,0,0,0,0,0,0,17582,11240.3264133773,TRUE
"2019 Quarter 4",2019,4,"Unincorporated San Juan County","San Juan County",102888832,5999,0,0,0,0,0,0,0,0,0,17582,7710.10903196451,TRUE
"2020 Quarter 1",2020,1,"Unincorporated San Juan County","San Juan County",86884912,5448,0,0,0,0,0,0,0,0,0,17582,6403.53247639631,TRUE
"2020 Quarter 2",2020,2,"Unincorporated San Juan County","San Juan County",95180949,6250,0,0,0,0,0,0,0,0,0,17582,7055.96194972131,TRUE
"2020 Quarter 3",2020,3,"Unincorporated San Juan County","San Juan County",137930883,6624,0,0,0,0,0,0,0,0,0,17582,10557.6814924354,TRUE
"2020 Quarter 4",2020,4,"Unincorporated San Juan County","San Juan County",121332096,7387,0,0,0,0,0,0,0,0,0,17582,8944.2268797634,TRUE
"2021 Quarter 1",2021,1,"Unincorporated San Juan County","San Juan County",112830193,6915,96,7108,40.4,3787,21.5,0,0,1,0,17582,8225.08485951541,TRUE
"2021 Quarter 2",2021,2,"Unincorporated San Juan County","San Juan County",151986122,7295,96.1,12972,73.8,12282,69.9,0,0,4,0,17582,11599.0083039472,TRUE
"2021 Quarter 3",2021,3,"Unincorporated San Juan County","San Juan County",172917174,7547,96.2,13731,78.1,12913,73.4,0,0,4,0,17582,13284.7330224093,TRUE
"2021 Quarter 4",2021,4,"Unincorporated San Juan County","San Juan County",133319442,8117,96.2,14883,84.6,13675,77.8,8010,58.6,4,0,17582,9913.02422932545,TRUE
"2022 Quarter 1",2022,1,"Unincorporated San Juan County","San Juan County",126592662,7372,96.2,15785,89.8,14310,81.4,9445,66,4,4,17582,9165.26100557388,TRUE
"2022 Quarter 2",2022,2,"Unincorporated San Juan County","San Juan County",168939290,8002,96.1,16215,92.2,14540,82.7,9978,68.6,4,4,17582,12560.8504720737,TRUE
"2022 Quarter 3",2022,3,"Unincorporated San Juan County","San Juan County",196982585,8071,96.1,16435,93.5,14707,83.6,10180,69.2,4,4,17582,14903.3402343306,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Skagit County","Skagit County",117981810,5806,0,0,0,0,0,0,0,0,0,129205,5588.28005882125,TRUE
"2019 Quarter 2",2019,2,"Unincorporated Skagit County","Skagit County",139527304,6471,0,0,0,0,0,0,0,0,0,129205,6569.11877249332,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Skagit County","Skagit County",144390064,6767,0,0,0,0,0,0,0,0,0,129205,6669.4525289269,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Skagit County","Skagit County",132541765,7607,0,0,0,0,0,0,0,0,0,129205,6413.52182191092,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Skagit County","Skagit County",113915448,7181,0,0,0,0,0,0,0,0,0,129205,5522.49097171162,TRUE
"2020 Quarter 2",2020,2,"Unincorporated Skagit County","Skagit County",136574588,7923,0,0,0,0,0,0,0,0,0,129205,5767.78543400023,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Skagit County","Skagit County",162845255,8198,0,0,0,0,0,0,0,0,0,129205,7026.90691536705,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Skagit County","Skagit County",160194301,9244,0,0,0,0,0,0,0,0,0,129205,6923.93925157695,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Skagit County","Skagit County",146611113,8765,96,41241,31.9,26853,20.8,0,0,9,0,129205,6620.58854533493,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Skagit County","Skagit County",179269111,9194,96.1,73455,56.9,66392,51.4,0,0,12,0,129205,7756.73747919972,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Skagit County","Skagit County",186090879,9402,96.2,85251,66,75918,58.8,0,0,12,0,129205,7825.36769474866,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Skagit County","Skagit County",199213006,10269,96.2,90606,70.1,82475,63.8,34580,41.9,12,0,129205,7559.08888974885,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Skagit County","Skagit County",169532432,9565,96.2,95021,73.5,86411,66.9,46414,53.7,12,12,129205,7432.40689601796,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Skagit County","Skagit County",204088051,10101,96.1,96404,74.6,87642,67.8,49245,56.2,11,12,129205,8282.88307728029,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Skagit County","Skagit County",214460391,10196,96.1,97764,75.7,88603,68.6,50938,57.5,11,12,129205,8529.92337757827,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Skamania County","Skamania County",12820532,2245,0,0,0,0,0,0,0,0,0,12083,2633.89919721923,FALSE
"2019 Quarter 2",2019,2,"Unincorporated Skamania County","Skamania County",17836121,2608,0,0,0,0,0,0,0,0,0,12083,4102.00720019863,FALSE
"2019 Quarter 3",2019,3,"Unincorporated Skamania County","Skamania County",22365056,2840,0,0,0,0,0,0,0,0,0,12083,4393.30067036332,FALSE
"2019 Quarter 4",2019,4,"Unincorporated Skamania County","Skamania County",24128396,3146,0,0,0,0,0,0,0,0,0,12083,3461.15418356368,FALSE
"2020 Quarter 1",2020,1,"Unincorporated Skamania County","Skamania County",19399020,2959,0,0,0,0,0,0,0,0,0,12083,2741.21997848217,FALSE
"2020 Quarter 2",2020,2,"Unincorporated Skamania County","Skamania County",22686965,3385,0,0,0,0,0,0,0,0,0,12083,2843.15608706447,FALSE
"2020 Quarter 3",2020,3,"Unincorporated Skamania County","Skamania County",26877383,3610,0,0,0,0,0,0,0,0,0,12083,3748.19804684267,FALSE
"2020 Quarter 4",2020,4,"Unincorporated Skamania County","Skamania County",23625896,4068,0,0,0,0,0,0,0,0,0,12083,3217.5010345113,FALSE
"2021 Quarter 1",2021,1,"Unincorporated Skamania County","Skamania County",19134606,3859,96,2135,17.7,1491,12.3,0,0,1,0,12083,2694.35802366962,FALSE
"2021 Quarter 2",2021,2,"Unincorporated Skamania County","Skamania County",26819492,4090,96.1,4138,34.2,3831,31.7,0,0,2,0,12083,3841.39799718613,FALSE
"2021 Quarter 3",2021,3,"Unincorporated Skamania County","Skamania County",31248179,4080,96.2,4696,38.9,4295,35.5,0,0,2,0,12083,4600.37871389556,FALSE
"2021 Quarter 4",2021,4,"Unincorporated Skamania County","Skamania County",27991382,4542,96.2,4875,40.3,4468,37,2005,44.9,2,0,12083,4143.93478440785,FALSE
"2022 Quarter 1",2022,1,"Unincorporated Skamania County","Skamania County",23309498,4113,96.2,5077,42,4658,38.6,2620,56.2,2,4,12083,3787.75991061822,FALSE
"2022 Quarter 2",2022,2,"Unincorporated Skamania County","Skamania County",28633552,4438,96.1,5150,42.6,4715,39,2782,59,1,4,12083,4695.20028138707,FALSE
"2022 Quarter 3",2022,3,"Unincorporated Skamania County","Skamania County",40829119,4471,96.1,5223,43.2,4777,39.5,2868,60,1,4,12083,6348.66465281801,FALSE
"2019 Quarter 1",2019,1,"Unincorporated Snohomish County","Snohomish County",821783393,13366,0,0,0,0,0,0,0,0,0,822083,4445.69242400098,TRUE
"2019 Quarter 2",2019,2,"Unincorporated Snohomish County","Snohomish County",967827839,14692,0,0,0,0,0,0,0,0,0,822083,5108.1306169815,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Snohomish County","Snohomish County",1043173412,15274,0,0,0,0,0,0,0,0,0,822083,5417.71107661878,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Snohomish County","Snohomish County",1050038585,16914,0,0,0,0,0,0,0,0,0,822083,5552.37266675019,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Snohomish County","Snohomish County",856181469,15485,0,0,0,0,0,0,0,0,0,822083,4642.27245545766,TRUE
"2020 Quarter 2",2020,2,"Unincorporated Snohomish County","Snohomish County",899616216,15887,0,0,0,0,0,0,0,0,0,822083,4627.59340966788,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Snohomish County","Snohomish County",1081824057,16927,0,0,0,0,0,0,0,0,0,822083,5637.5118047691,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Snohomish County","Snohomish County",1106611842,19092,0,0,0,0,0,0,0,0,0,822083,5885.30322850612,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Snohomish County","Snohomish County",976628438,17613,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Snohomish County","Snohomish County",1149107453,18483,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Snohomish County","Snohomish County",1178855571,18867,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Snohomish County","Snohomish County",1201445845,20794,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Snohomish County","Snohomish County",1094816984,19412,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Snohomish County","Snohomish County",1230053320,20141,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Snohomish County","Snohomish County",1295684984,20408,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Spokane County","Spokane County",354823563,9436,0,0,0,0,0,0,0,0,0,522798,4590.25390686269,TRUE
"2019 Quarter 2",2019,2,"Unincorporated Spokane County","Spokane County",491517360,10414,0,0,0,0,0,0,0,0,0,522798,5626.10170276091,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Spokane County","Spokane County",522644197,10893,0,0,0,0,0,0,0,0,0,522798,5865.31462629926,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Spokane County","Spokane County",490845837,12399,0,0,0,0,0,0,0,0,0,522798,5850.50936690653,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Spokane County","Spokane County",423170332,11294,0,0,0,0,0,0,0,0,0,522798,4925.2025103386,TRUE
"2020 Quarter 2",2020,2,"Unincorporated Spokane County","Spokane County",475484368,11974,0,0,0,0,0,0,0,0,0,522798,5277.08540009717,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Spokane County","Spokane County",541073070,12488,0,0,0,0,0,0,0,0,0,522798,6019.96755534642,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Spokane County","Spokane County",522686665,14195,0,0,0,0,0,0,0,0,0,522798,6054.52123764819,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Spokane County","Spokane County",465747058,13149,96,142557,27.3,94055,18,0,0,5,0,522798,5836.71447480671,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Spokane County","Spokane County",585151856,13948,96.1,267307,51.1,236406,45.2,0,0,7,0,522798,6907.1507656877,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Spokane County","Spokane County",592085365,14211,96.2,322610,61.7,279286,53.4,0,0,8,0,522798,6906.07456034644,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Spokane County","Spokane County",606794314,15914,96.2,337141,64.5,302419,57.8,103842,34.3,8,0,522798,7017.91685507596,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Spokane County","Spokane County",519492674,14680,96.2,354338,67.8,318720,61,149825,47,8,7,522798,6199.57486639199,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Spokane County","Spokane County",640020365,15523,96.1,359936,68.8,324243,62,159901,49.3,6,7,522798,7247.87064028554,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Spokane County","Spokane County",680035347,15631,96.1,365728,70,328462,62.8,166364,50.6,6,8,522798,7451.18580790286,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Stevens County","Stevens County",42867317,4026,0,0,0,0,0,0,0,0,0,45723,2369.87238370186,FALSE
"2019 Quarter 2",2019,2,"Unincorporated Stevens County","Stevens County",56163123,4571,0,0,0,0,0,0,0,0,0,45723,3050.94895348074,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Stevens County","Stevens County",63716225,4874,0,0,0,0,0,0,0,0,0,45723,3216.6272991711,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Stevens County","Stevens County",61632553,5386,0,0,0,0,0,0,0,0,0,45723,3146.51910417077,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Stevens County","Stevens County",46291626,4963,0,0,0,0,0,0,0,0,0,45723,2441.23060604072,FALSE
"2020 Quarter 2",2020,2,"Unincorporated Stevens County","Stevens County",65089771,5641,0,0,0,0,0,0,0,0,0,45723,3289.35970955537,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Stevens County","Stevens County",76582774,5843,0,0,0,0,0,0,0,0,0,45723,3695.31605537694,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Stevens County","Stevens County",80681932,6554,0,0,0,0,0,0,0,0,0,45723,3784.56671696958,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Stevens County","Stevens County",66177113,6142,96,8797,19.2,5135,11.2,0,0,5,0,45723,3342.07759770794,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Stevens County","Stevens County",88687571,6729,96.1,14863,32.5,13157,28.8,0,0,5,0,45723,4280.41136845789,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Stevens County","Stevens County",101739737,6694,96.2,17688,38.7,15260,33.4,0,0,6,0,45723,4486.35540100168,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Stevens County","Stevens County",95429709,7315,96.2,19293,42.2,17147,37.5,6852,40,6,0,45723,4396.30153314524,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Stevens County","Stevens County",71180540,6809,96.2,20041,43.8,17858,39.1,9012,50.5,6,8,45723,3494.44710539553,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Stevens County","Stevens County",101246741,7266,96.1,20312,44.4,18145,39.7,9479,52.2,5,8,45723,4725.27410712333,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Stevens County","Stevens County",130195518,7400,96.1,20583,45,18332,40.1,9826,53.6,5,8,45723,5475.33035890033,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Thurston County","Thurston County",222157332,8172,0,0,0,0,0,0,0,0,0,290536,4573.92182035961,TRUE
"2019 Quarter 2",2019,2,"Unincorporated Thurston County","Thurston County",264258038,9052,0,0,0,0,0,0,0,0,0,290536,5472.78747900432,TRUE
"2019 Quarter 3",2019,3,"Unincorporated Thurston County","Thurston County",270969522,9437,0,0,0,0,0,0,0,0,0,290536,5575.22750364843,TRUE
"2019 Quarter 4",2019,4,"Unincorporated Thurston County","Thurston County",276736129,10635,0,0,0,0,0,0,0,0,0,290536,5591.59536167635,TRUE
"2020 Quarter 1",2020,1,"Unincorporated Thurston County","Thurston County",245360201,9947,0,0,0,0,0,0,0,0,0,290536,4965.59389542088,TRUE
"2020 Quarter 2",2020,2,"Unincorporated Thurston County","Thurston County",281023331,10556,0,0,0,0,0,0,0,0,0,290536,5251.54979073161,TRUE
"2020 Quarter 3",2020,3,"Unincorporated Thurston County","Thurston County",310718166,11088,0,0,0,0,0,0,0,0,0,290536,5905.97327697772,TRUE
"2020 Quarter 4",2020,4,"Unincorporated Thurston County","Thurston County",320640509,12507,0,0,0,0,0,0,0,0,0,290536,6656.62718561555,TRUE
"2021 Quarter 1",2021,1,"Unincorporated Thurston County","Thurston County",311086808,11782,96,82613,28.4,52009,17.9,0,0,5,0,290536,5769.15630076824,TRUE
"2021 Quarter 2",2021,2,"Unincorporated Thurston County","Thurston County",350959417,12376,96.1,157930,54.4,143689,49.5,0,0,7,0,290536,6691.6448219842,TRUE
"2021 Quarter 3",2021,3,"Unincorporated Thurston County","Thurston County",343285918,12537,96.2,186229,64.1,167227,57.6,0,0,8,0,290536,6547.03379959798,TRUE
"2021 Quarter 4",2021,4,"Unincorporated Thurston County","Thurston County",349511022,13794,96.2,202234,69.6,183272,63.1,76796,41.9,8,0,290536,6468.64410262412,TRUE
"2022 Quarter 1",2022,1,"Unincorporated Thurston County","Thurston County",335525746,12982,96.2,222919,76.7,200075,68.9,102926,51.4,8,8,290536,6098.36512170609,TRUE
"2022 Quarter 2",2022,2,"Unincorporated Thurston County","Thurston County",364538088,13513,96.1,227675,78.4,203636,70.1,111095,54.9,7,8,290536,6937.77467164138,TRUE
"2022 Quarter 3",2022,3,"Unincorporated Thurston County","Thurston County",387127380,13667,96.1,231592,79.7,205999,70.9,116352,56.5,7,8,290536,7095.65938816532,TRUE
"2019 Quarter 1",2019,1,"Unincorporated Wahkiakum County","Wahkiakum County",4438885,1342,0,0,0,0,0,0,0,0,0,4488,1710.29211229947,FALSE
"2019 Quarter 2",2019,2,"Unincorporated Wahkiakum County","Wahkiakum County",6861808,1487,0,0,0,0,0,0,0,0,0,4488,2389.90396613191,FALSE
"2019 Quarter 3",2019,3,"Unincorporated Wahkiakum County","Wahkiakum County",6477406,1626,0,0,0,0,0,0,0,0,0,4488,2469.58712121212,FALSE
"2019 Quarter 4",2019,4,"Unincorporated Wahkiakum County","Wahkiakum County",7206939,1825,0,0,0,0,0,0,0,0,0,4488,2515.51871657754,FALSE
"2020 Quarter 1",2020,1,"Unincorporated Wahkiakum County","Wahkiakum County",5633223,1742,0,0,0,0,0,0,0,0,0,4488,1996.21680035651,FALSE
"2020 Quarter 2",2020,2,"Unincorporated Wahkiakum County","Wahkiakum County",6676298,2070,0,0,0,0,0,0,0,0,0,4488,2314.56483957219,FALSE
"2020 Quarter 3",2020,3,"Unincorporated Wahkiakum County","Wahkiakum County",8799758,2073,0,0,0,0,0,0,0,0,0,4488,2968.51938502674,FALSE
"2020 Quarter 4",2020,4,"Unincorporated Wahkiakum County","Wahkiakum County",9871532,2336,0,0,0,0,0,0,0,0,0,4488,3258.18181818182,FALSE
"2021 Quarter 1",2021,1,"Unincorporated Wahkiakum County","Wahkiakum County",7735605,2195,96,1307,29.1,863,19.2,0,0,1,0,4488,2601.22816399287,FALSE
"2021 Quarter 2",2021,2,"Unincorporated Wahkiakum County","Wahkiakum County",8563962,2293,96.1,1947,43.4,1826,40.7,0,0,3,0,4488,2945.93226381462,FALSE
"2021 Quarter 3",2021,3,"Unincorporated Wahkiakum County","Wahkiakum County",11448842,2277,96.2,2178,48.5,1995,44.5,0,0,3,0,4488,3692.61742424242,FALSE
"2021 Quarter 4",2021,4,"Unincorporated Wahkiakum County","Wahkiakum County",9351221,2598,96.2,2301,51.3,2141,47.7,854,39.9,3,0,4488,3090.57397504456,FALSE
"2022 Quarter 1",2022,1,"Unincorporated Wahkiakum County","Wahkiakum County",9093140,2372,96.2,2359,52.6,2191,48.8,1058,48.3,3,3,4488,3066.25356506239,FALSE
"2022 Quarter 2",2022,2,"Unincorporated Wahkiakum County","Wahkiakum County",9659338,2486,96.1,2391,53.3,2218,49.4,1141,51.4,1,4,4488,3305.63725490196,FALSE
