"Year","year_num","quarter_num","City","County","Sales","Num_Units","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","county_avg_quarterly_sale_per_capita","Is_Commerce_Center"
"2019 Quarter 1",2019,1,"Aberdeen","Grays Harbor County",111795928,4122,0,0,0,0,0,0,0,0,0,75061,3598.8805771306,TRUE
"2019 Quarter 2",2019,2,"Aberdeen","Grays Harbor County",120778323,4391,0,0,0,0,0,0,0,0,0,75061,4136.94256671241,TRUE
"2019 Quarter 3",2019,3,"Aberdeen","Grays Harbor County",121004635,4586,0,0,0,0,0,0,0,0,0,75061,4701.83484099599,TRUE
"2019 Quarter 4",2019,4,"Aberdeen","Grays Harbor County",120082420,4931,0,0,0,0,0,0,0,0,0,75061,3974.61295479677,TRUE
"2020 Quarter 1",2020,1,"Aberdeen","Grays Harbor County",107085980,4674,0,0,0,0,0,0,0,0,0,75061,3597.34686455017,TRUE
"2020 Quarter 2",2020,2,"Aberdeen","Grays Harbor County",120015472,4969,0,0,0,0,0,0,0,0,0,75061,3927.96604095336,TRUE
"2020 Quarter 3",2020,3,"Aberdeen","Grays Harbor County",134095229,5246,0,0,0,0,0,0,0,0,0,75061,5078.07388657225,TRUE
"2020 Quarter 4",2020,4,"Aberdeen","Grays Harbor County",135278119,5661,0,0,0,0,0,0,0,0,0,75061,4498.56402126271,TRUE
"2021 Quarter 1",2021,1,"Aberdeen","Grays Harbor County",131317886,5682,96,22623,30.1,14511,19.3,0,0,13,0,75061,4686.431875408,TRUE
"2021 Quarter 2",2021,2,"Aberdeen","Grays Harbor County",147068396,5791,96.1,36646,48.8,32996,44,0,0,15,0,75061,5617.29272191951,TRUE
"2021 Quarter 3",2021,3,"Aberdeen","Grays Harbor County",147810440,5796,96.2,44470,59.2,39005,52,0,0,16,0,75061,5826.78678674678,TRUE
"2021 Quarter 4",2021,4,"Aberdeen","Grays Harbor County",142885504,6301,96.2,46049,61.3,42057,56,15139,36,16,0,75061,4976.65619962431,TRUE
"2022 Quarter 1",2022,1,"Aberdeen","Grays Harbor County",139494535,5949,96.2,49845,66.4,45585,60.7,21784,47.8,16,15,75061,5016.00944565087,TRUE
"2022 Quarter 2",2022,2,"Aberdeen","Grays Harbor County",152537771,6065,96.1,50624,67.4,46464,61.9,23148,49.8,14,15,75061,5754.68482967187,TRUE
"2022 Quarter 3",2022,3,"Aberdeen","Grays Harbor County",162195866,6066,96.1,51117,68.1,46902,62.5,23975,51.1,14,16,75061,6429.73572161309,TRUE
"2019 Quarter 1",2019,1,"Airway Heights","Spokane County",62691232,2792,0,0,0,0,0,0,0,0,0,522798,4590.25390686269,TRUE
"2019 Quarter 2",2019,2,"Airway Heights","Spokane County",70740382,3069,0,0,0,0,0,0,0,0,0,522798,5626.10170276091,TRUE
"2019 Quarter 3",2019,3,"Airway Heights","Spokane County",73403214,3148,0,0,0,0,0,0,0,0,0,522798,5865.31462629926,TRUE
"2019 Quarter 4",2019,4,"Airway Heights","Spokane County",70414101,3468,0,0,0,0,0,0,0,0,0,522798,5850.50936690653,TRUE
"2020 Quarter 1",2020,1,"Airway Heights","Spokane County",63099736,3329,0,0,0,0,0,0,0,0,0,522798,4925.2025103386,TRUE
"2020 Quarter 2",2020,2,"Airway Heights","Spokane County",65312603,3670,0,0,0,0,0,0,0,0,0,522798,5277.08540009717,TRUE
"2020 Quarter 3",2020,3,"Airway Heights","Spokane County",69863956,3687,0,0,0,0,0,0,0,0,0,522798,6019.96755534642,TRUE
"2020 Quarter 4",2020,4,"Airway Heights","Spokane County",71575688,4090,0,0,0,0,0,0,0,0,0,522798,6054.52123764819,TRUE
"2021 Quarter 1",2021,1,"Airway Heights","Spokane County",70551226,4047,96,142557,27.3,94055,18,0,0,5,0,522798,5836.71447480671,TRUE
"2021 Quarter 2",2021,2,"Airway Heights","Spokane County",80103380,4229,96.1,267307,51.1,236406,45.2,0,0,7,0,522798,6907.1507656877,TRUE
"2021 Quarter 3",2021,3,"Airway Heights","Spokane County",83945955,4187,96.2,322610,61.7,279286,53.4,0,0,8,0,522798,6906.07456034644,TRUE
"2021 Quarter 4",2021,4,"Airway Heights","Spokane County",84030532,4559,96.2,337141,64.5,302419,57.8,103842,34.3,8,0,522798,7017.91685507596,TRUE
"2022 Quarter 1",2022,1,"Airway Heights","Spokane County",76385395,4362,96.2,354338,67.8,318720,61,149825,47,8,7,522798,6199.57486639199,TRUE
"2022 Quarter 2",2022,2,"Airway Heights","Spokane County",81288005,4465,96.1,359936,68.8,324243,62,159901,49.3,6,7,522798,7247.87064028554,TRUE
"2022 Quarter 3",2022,3,"Airway Heights","Spokane County",81377874,4423,96.1,365728,70,328462,62.8,166364,50.6,6,8,522798,7451.18580790286,TRUE
"2019 Quarter 1",2019,1,"Albion","Whitman County",449125,487,0,0,0,0,0,0,0,0,0,50104,3221.25059875459,FALSE
"2019 Quarter 2",2019,2,"Albion","Whitman County",463021,539,0,0,0,0,0,0,0,0,0,50104,3728.81861727607,FALSE
"2019 Quarter 3",2019,3,"Albion","Whitman County",436204,578,0,0,0,0,0,0,0,0,0,50104,4387.88587737506,FALSE
"2019 Quarter 4",2019,4,"Albion","Whitman County",405802,710,0,0,0,0,0,0,0,0,0,50104,4155.22121986269,FALSE
"2020 Quarter 1",2020,1,"Albion","Whitman County",348421,673,0,0,0,0,0,0,0,0,0,50104,3750.30542471659,FALSE
"2020 Quarter 2",2020,2,"Albion","Whitman County",562514,805,0,0,0,0,0,0,0,0,0,50104,3620.17425754431,FALSE
"2020 Quarter 3",2020,3,"Albion","Whitman County",475766,735,0,0,0,0,0,0,0,0,0,50104,4562.29784049178,FALSE
"2020 Quarter 4",2020,4,"Albion","Whitman County",579269,809,0,0,0,0,0,0,0,0,0,50104,4291.34176912023,FALSE
"2021 Quarter 1",2021,1,"Albion","Whitman County",440807,792,96,9933,19.8,6790,13.6,0,0,9,0,50104,3560.20339693438,FALSE
"2021 Quarter 2",2021,2,"Albion","Whitman County",580812,787,96.1,21008,41.9,18073,36.1,0,0,10,0,50104,4152.66270158071,FALSE
"2021 Quarter 3",2021,3,"Albion","Whitman County",681691,868,96.2,24281,48.5,20544,41,0,0,11,0,50104,4683.10057081271,FALSE
"2021 Quarter 4",2021,4,"Albion","Whitman County",796642,952,96.2,26826,53.5,22359,44.6,8080,36.1,11,0,50104,4723.06544387674,FALSE
"2022 Quarter 1",2022,1,"Albion","Whitman County",745310,915,96.2,28482,56.8,23321,46.5,11242,48.2,11,11,50104,4332.1665136516,FALSE
"2022 Quarter 2",2022,2,"Albion","Whitman County",1206142,895,96.1,29042,58,23826,47.6,12425,52.1,9,12,50104,4786.63685534089,FALSE
"2022 Quarter 3",2022,3,"Albion","Whitman County",930565,875,96.1,29928,59.7,24370,48.6,13050,53.5,9,12,50104,5575.49614801213,FALSE
"2019 Quarter 1",2019,1,"Algona","King County",9215198,1466,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,FALSE
"2019 Quarter 2",2019,2,"Algona","King County",8338736,1522,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,FALSE
"2019 Quarter 3",2019,3,"Algona","King County",8189685,1645,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,FALSE
"2019 Quarter 4",2019,4,"Algona","King County",8057207,1826,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,FALSE
"2020 Quarter 1",2020,1,"Algona","King County",6534946,1762,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,FALSE
"2020 Quarter 2",2020,2,"Algona","King County",8157792,1947,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,FALSE
"2020 Quarter 3",2020,3,"Algona","King County",9392631,1918,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,FALSE
"2020 Quarter 4",2020,4,"Algona","King County",8440822,2123,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,FALSE
"2021 Quarter 1",2021,1,"Algona","King County",9058678,2064,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,FALSE
"2021 Quarter 2",2021,2,"Algona","King County",11978137,2159,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,FALSE
"2021 Quarter 3",2021,3,"Algona","King County",9882337,2186,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,FALSE
"2021 Quarter 4",2021,4,"Algona","King County",12584479,2368,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,FALSE
"2022 Quarter 1",2022,1,"Algona","King County",13343622,2246,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,FALSE
"2022 Quarter 2",2022,2,"Algona","King County",17161259,2335,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,FALSE
"2022 Quarter 3",2022,3,"Algona","King County",12831392,2356,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,FALSE
"2019 Quarter 1",2019,1,"Almira","Lincoln County",486005,443,0,0,0,0,0,0,0,0,0,10939,2524.81314562574,FALSE
"2019 Quarter 2",2019,2,"Almira","Lincoln County",787492,463,0,0,0,0,0,0,0,0,0,10939,3454.06472255234,FALSE
"2019 Quarter 3",2019,3,"Almira","Lincoln County",820114,489,0,0,0,0,0,0,0,0,0,10939,3764.95831428833,FALSE
"2019 Quarter 4",2019,4,"Almira","Lincoln County",545269,516,0,0,0,0,0,0,0,0,0,10939,3455.36813237042,FALSE
"2020 Quarter 1",2020,1,"Almira","Lincoln County",498564,518,0,0,0,0,0,0,0,0,0,10939,2708.57985190602,FALSE
"2020 Quarter 2",2020,2,"Almira","Lincoln County",629877,562,0,0,0,0,0,0,0,0,0,10939,3426.2755279276,FALSE
"2020 Quarter 3",2020,3,"Almira","Lincoln County",716169,565,0,0,0,0,0,0,0,0,0,10939,4371.46704451961,FALSE
"2020 Quarter 4",2020,4,"Almira","Lincoln County",777498,635,0,0,0,0,0,0,0,0,0,10939,4321.65115641284,FALSE
"2021 Quarter 1",2021,1,"Almira","Lincoln County",655201,584,96,2852,26.1,2071,18.9,0,0,1,0,10939,3701.76560928787,FALSE
"2021 Quarter 2",2021,2,"Almira","Lincoln County",790786,641,96.1,4485,41,4219,38.6,0,0,2,0,10939,4478.59941493738,FALSE
"2021 Quarter 3",2021,3,"Almira","Lincoln County",638343,607,96.2,5361,49,4991,45.6,0,0,3,0,10939,4714.55489532864,FALSE
"2021 Quarter 4",2021,4,"Almira","Lincoln County",1256192,678,96.2,5897,53.9,5611,51.3,2292,40.8,4,0,10939,4743.6864430021,FALSE
"2022 Quarter 1",2022,1,"Almira","Lincoln County",1494452,617,96.2,6757,61.8,6305,57.6,3016,47.8,4,3,10939,3830.95484047902,FALSE
"2022 Quarter 2",2022,2,"Almira","Lincoln County",2069373,624,96.1,6873,62.8,6382,58.3,3315,52.3,2,4,10939,5071.30852911601,FALSE
"2022 Quarter 3",2022,3,"Almira","Lincoln County",6736709,587,96.1,6963,63.7,6398,58.5,3400,53.1,2,4,10939,5958.40277904744,FALSE
"2019 Quarter 1",2019,1,"Anacortes","Skagit County",118513406,5640,0,0,0,0,0,0,0,0,0,129205,5588.28005882125,TRUE
"2019 Quarter 2",2019,2,"Anacortes","Skagit County",141385029,6124,0,0,0,0,0,0,0,0,0,129205,6569.11877249332,TRUE
"2019 Quarter 3",2019,3,"Anacortes","Skagit County",154397477,6479,0,0,0,0,0,0,0,0,0,129205,6669.4525289269,TRUE
"2019 Quarter 4",2019,4,"Anacortes","Skagit County",138767861,7076,0,0,0,0,0,0,0,0,0,129205,6413.52182191092,TRUE
"2020 Quarter 1",2020,1,"Anacortes","Skagit County",113012794,6657,0,0,0,0,0,0,0,0,0,129205,5522.49097171162,TRUE
"2020 Quarter 2",2020,2,"Anacortes","Skagit County",117178248,7093,0,0,0,0,0,0,0,0,0,129205,5767.78543400023,TRUE
"2020 Quarter 3",2020,3,"Anacortes","Skagit County",157042271,7443,0,0,0,0,0,0,0,0,0,129205,7026.90691536705,TRUE
"2020 Quarter 4",2020,4,"Anacortes","Skagit County",143598486,8386,0,0,0,0,0,0,0,0,0,129205,6923.93925157695,TRUE
"2021 Quarter 1",2021,1,"Anacortes","Skagit County",136885132,7851,96,41241,31.9,26853,20.8,0,0,9,0,129205,6620.58854533493,TRUE
"2021 Quarter 2",2021,2,"Anacortes","Skagit County",166702412,8221,96.1,73455,56.9,66392,51.4,0,0,12,0,129205,7756.73747919972,TRUE
"2021 Quarter 3",2021,3,"Anacortes","Skagit County",165335700,8346,96.2,85251,66,75918,58.8,0,0,12,0,129205,7825.36769474866,TRUE
"2021 Quarter 4",2021,4,"Anacortes","Skagit County",153261279,9105,96.2,90606,70.1,82475,63.8,34580,41.9,12,0,129205,7559.08888974885,TRUE
"2022 Quarter 1",2022,1,"Anacortes","Skagit County",152305226,8550,96.2,95021,73.5,86411,66.9,46414,53.7,12,12,129205,7432.40689601796,TRUE
"2022 Quarter 2",2022,2,"Anacortes","Skagit County",178842620,8847,96.1,96404,74.6,87642,67.8,49245,56.2,11,12,129205,8282.88307728029,TRUE
"2022 Quarter 3",2022,3,"Anacortes","Skagit County",174517640,9031,96.1,97764,75.7,88603,68.6,50938,57.5,11,12,129205,8529.92337757827,TRUE
"2019 Quarter 1",2019,1,"Arlington","Snohomish County",143614817,6265,0,0,0,0,0,0,0,0,0,822083,4445.69242400098,TRUE
"2019 Quarter 2",2019,2,"Arlington","Snohomish County",174705450,6710,0,0,0,0,0,0,0,0,0,822083,5108.1306169815,TRUE
"2019 Quarter 3",2019,3,"Arlington","Snohomish County",189318724,6998,0,0,0,0,0,0,0,0,0,822083,5417.71107661878,TRUE
"2019 Quarter 4",2019,4,"Arlington","Snohomish County",185810499,7660,0,0,0,0,0,0,0,0,0,822083,5552.37266675019,TRUE
"2020 Quarter 1",2020,1,"Arlington","Snohomish County",169734424,7203,0,0,0,0,0,0,0,0,0,822083,4642.27245545766,TRUE
"2020 Quarter 2",2020,2,"Arlington","Snohomish County",183665460,7600,0,0,0,0,0,0,0,0,0,822083,4627.59340966788,TRUE
"2020 Quarter 3",2020,3,"Arlington","Snohomish County",194996653,7917,0,0,0,0,0,0,0,0,0,822083,5637.5118047691,TRUE
"2020 Quarter 4",2020,4,"Arlington","Snohomish County",200934339,8693,0,0,0,0,0,0,0,0,0,822083,5885.30322850612,TRUE
"2021 Quarter 1",2021,1,"Arlington","Snohomish County",185527986,8544,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Arlington","Snohomish County",208308893,8915,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Arlington","Snohomish County",320943699,8931,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Arlington","Snohomish County",367376892,9753,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Arlington","Snohomish County",285722375,9110,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Arlington","Snohomish County",246494770,9487,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Arlington","Snohomish County",267434119,9510,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Asotin City","Asotin County",2149212,836,0,0,0,0,0,0,0,0,0,22582,3555.86644229918,FALSE
"2019 Quarter 2",2019,2,"Asotin City","Asotin County",2116882,856,0,0,0,0,0,0,0,0,0,22582,4168.6979895492,FALSE
"2019 Quarter 3",2019,3,"Asotin City","Asotin County",2471296,920,0,0,0,0,0,0,0,0,0,22582,4376.16796563635,FALSE
"2019 Quarter 4",2019,4,"Asotin City","Asotin County",2190262,1064,0,0,0,0,0,0,0,0,0,22582,4411.00327694624,FALSE
"2020 Quarter 1",2020,1,"Asotin City","Asotin County",2354038,1012,0,0,0,0,0,0,0,0,0,22582,3899.40532282349,FALSE
"2020 Quarter 2",2020,2,"Asotin City","Asotin County",2508767,1169,0,0,0,0,0,0,0,0,0,22582,4203.29271100877,FALSE
"2020 Quarter 3",2020,3,"Asotin City","Asotin County",3145164,1147,0,0,0,0,0,0,0,0,0,22582,4732.87968293331,FALSE
"2020 Quarter 4",2020,4,"Asotin City","Asotin County",3120294,1218,0,0,0,0,0,0,0,0,0,22582,4752.78079886635,FALSE
"2021 Quarter 1",2021,1,"Asotin City","Asotin County",2720148,1201,96,4780,21.2,3465,15.3,0,0,5,0,22582,4300.57466123461,FALSE
"2021 Quarter 2",2021,2,"Asotin City","Asotin County",2684067,1209,96.1,7376,32.7,6888,30.5,0,0,6,0,22582,4918.78279160393,FALSE
"2021 Quarter 3",2021,3,"Asotin City","Asotin County",2920139,1222,96.2,8892,39.4,8073,35.7,0,0,6,0,22582,4917.80816579577,FALSE
"2021 Quarter 4",2021,4,"Asotin City","Asotin County",2802863,1392,96.2,10247,45.4,8935,39.6,3453,38.6,6,0,22582,5152.8565671774,FALSE
"2022 Quarter 1",2022,1,"Asotin City","Asotin County",3132044,1218,96.2,10779,47.7,9290,41.1,4426,47.6,7,7,22582,4653.11779293242,FALSE
"2022 Quarter 2",2022,2,"Asotin City","Asotin County",2995470,1242,96.1,10959,48.5,9537,42.2,4645,48.7,5,7,22582,5368.47024178549,FALSE
"2022 Quarter 3",2022,3,"Asotin City","Asotin County",3014711,1194,96.1,11099,49.1,9691,42.9,4800,49.5,5,7,22582,5598.23452307147,FALSE
"2019 Quarter 1",2019,1,"Auburn/king","King County",450314575,10295,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,TRUE
"2019 Quarter 2",2019,2,"Auburn/king","King County",509363787,11132,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,TRUE
"2019 Quarter 3",2019,3,"Auburn/king","King County",525751371,11524,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,TRUE
"2019 Quarter 4",2019,4,"Auburn/king","King County",528802056,12402,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,TRUE
"2020 Quarter 1",2020,1,"Auburn/king","King County",459576367,11612,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,TRUE
"2020 Quarter 2",2020,2,"Auburn/king","King County",457892606,11941,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,TRUE
"2020 Quarter 3",2020,3,"Auburn/king","King County",587477823,12659,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Auburn/king","King County",567939572,13879,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Auburn/king","King County",537855956,13229,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Auburn/king","King County",600205258,13916,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Auburn/king","King County",613503623,13921,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Auburn/king","King County",604486481,15082,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Auburn/king","King County",562971909,14400,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Auburn/king","King County",607660497,14809,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Auburn/king","King County",640224130,14814,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Auburn/pierce","Pierce County",21997543,2354,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,FALSE
"2019 Quarter 2",2019,2,"Auburn/pierce","Pierce County",22176501,2652,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,FALSE
"2019 Quarter 3",2019,3,"Auburn/pierce","Pierce County",22705123,2792,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,FALSE
"2019 Quarter 4",2019,4,"Auburn/pierce","Pierce County",23999851,3205,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,FALSE
"2020 Quarter 1",2020,1,"Auburn/pierce","Pierce County",21594568,3190,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,FALSE
"2020 Quarter 2",2020,2,"Auburn/pierce","Pierce County",24402192,3562,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,FALSE
"2020 Quarter 3",2020,3,"Auburn/pierce","Pierce County",27248625,3462,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,FALSE
"2020 Quarter 4",2020,4,"Auburn/pierce","Pierce County",27531273,3908,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,FALSE
"2021 Quarter 1",2021,1,"Auburn/pierce","Pierce County",23779690,3695,96,224392,24.8,143093,15.8,0,0,5,0,904980,5725.0764127384,FALSE
"2021 Quarter 2",2021,2,"Auburn/pierce","Pierce County",27379460,3846,96.1,479852,53,418025,46.2,0,0,7,0,904980,6579.38663285377,FALSE
"2021 Quarter 3",2021,3,"Auburn/pierce","Pierce County",27392724,3846,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,6470.80429512254,FALSE
"2021 Quarter 4",2021,4,"Auburn/pierce","Pierce County",29393108,4414,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,6504.65343764503,FALSE
"2022 Quarter 1",2022,1,"Auburn/pierce","Pierce County",25144969,4072,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,6068.64592698181,FALSE
"2022 Quarter 2",2022,2,"Auburn/pierce","Pierce County",28618936,4271,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6655.07440716922,FALSE
"2022 Quarter 3",2022,3,"Auburn/pierce","Pierce County",29227976,4224,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6996.6650345864,FALSE
"2019 Quarter 1",2019,1,"Bainbridge Island","Kitsap County",134549498,6369,0,0,0,0,0,0,0,0,0,271473,4211.24092635363,TRUE
"2019 Quarter 2",2019,2,"Bainbridge Island","Kitsap County",152122686,6947,0,0,0,0,0,0,0,0,0,271473,4879.81866336615,TRUE
"2019 Quarter 3",2019,3,"Bainbridge Island","Kitsap County",160966733,7202,0,0,0,0,0,0,0,0,0,271473,5117.11932310027,TRUE
"2019 Quarter 4",2019,4,"Bainbridge Island","Kitsap County",162205700,8171,0,0,0,0,0,0,0,0,0,271473,5116.43517034843,TRUE
"2020 Quarter 1",2020,1,"Bainbridge Island","Kitsap County",135794084,7518,0,0,0,0,0,0,0,0,0,271473,4394.67014767583,TRUE
"2020 Quarter 2",2020,2,"Bainbridge Island","Kitsap County",121708195,8079,0,0,0,0,0,0,0,0,0,271473,4638.57226317166,TRUE
"2020 Quarter 3",2020,3,"Bainbridge Island","Kitsap County",156974819,8616,0,0,0,0,0,0,0,0,0,271473,5465.91641157684,TRUE
"2020 Quarter 4",2020,4,"Bainbridge Island","Kitsap County",164403694,9780,0,0,0,0,0,0,0,0,0,271473,5563.17772669842,TRUE
"2021 Quarter 1",2021,1,"Bainbridge Island","Kitsap County",147687189,9049,96,85279,31.4,53829,19.8,0,0,5,0,271473,5121.07632803262,TRUE
"2021 Quarter 2",2021,2,"Bainbridge Island","Kitsap County",174206355,9452,96.1,153410,56.5,133695,49.2,0,0,7,0,271473,5946.13560464577,TRUE
"2021 Quarter 3",2021,3,"Bainbridge Island","Kitsap County",176672086,9606,96.2,179210,66,153804,56.7,0,0,8,0,271473,6073.28512964457,TRUE
"2021 Quarter 4",2021,4,"Bainbridge Island","Kitsap County",175860869,10629,96.2,197875,72.9,170909,63,68623,40.2,8,0,271473,5980.35278646495,TRUE
"2022 Quarter 1",2022,1,"Bainbridge Island","Kitsap County",161046307,9846,96.2,212568,78.3,188850,69.6,95100,50.4,8,8,271473,5695.53407152829,TRUE
"2022 Quarter 2",2022,2,"Bainbridge Island","Kitsap County",189056111,10196,96.1,218192,80.4,192401,70.9,105249,55.4,7,8,271473,6305.75533110107,TRUE
"2022 Quarter 3",2022,3,"Bainbridge Island","Kitsap County",197097049,10288,96.1,222225,81.9,193291,71.2,109951,56.9,7,8,271473,6552.5753942381,TRUE
"2019 Quarter 1",2019,1,"Battle Ground","Clark County",85657377,5156,0,0,0,0,0,0,0,0,0,488241,3841.25032719497,TRUE
"2019 Quarter 2",2019,2,"Battle Ground","Clark County",96611618,5548,0,0,0,0,0,0,0,0,0,488241,4308.03130421247,TRUE
"2019 Quarter 3",2019,3,"Battle Ground","Clark County",104030243,5852,0,0,0,0,0,0,0,0,0,488241,4568.37047073064,TRUE
"2019 Quarter 4",2019,4,"Battle Ground","Clark County",106794432,6490,0,0,0,0,0,0,0,0,0,488241,4685.00097697653,TRUE
"2020 Quarter 1",2020,1,"Battle Ground","Clark County",94331556,6114,0,0,0,0,0,0,0,0,0,488241,4087.60416679468,TRUE
"2020 Quarter 2",2020,2,"Battle Ground","Clark County",104063712,6591,0,0,0,0,0,0,0,0,0,488241,4210.17848152859,TRUE
"2020 Quarter 3",2020,3,"Battle Ground","Clark County",115528961,7000,0,0,0,0,0,0,0,0,0,488241,5052.24871733427,TRUE
"2020 Quarter 4",2020,4,"Battle Ground","Clark County",122579525,7690,0,0,0,0,0,0,0,0,0,488241,5282.4862578112,TRUE
"2021 Quarter 1",2021,1,"Battle Ground","Clark County",115637593,7448,96,122038,25,69255,14.2,0,0,5,0,488241,4940.03502778341,TRUE
"2021 Quarter 2",2021,2,"Battle Ground","Clark County",136515659,7821,96.1,266680,54.6,237976,48.7,0,0,7,0,488241,5714.63465788412,TRUE
"2021 Quarter 3",2021,3,"Battle Ground","Clark County",142546876,7899,96.2,308908,63.3,275506,56.4,0,0,8,0,488241,5838.24408028003,TRUE
"2021 Quarter 4",2021,4,"Battle Ground","Clark County",150432065,8660,96.2,332560,68.1,298449,61.1,111076,37.2,8,0,488241,5910.39996641003,TRUE
"2022 Quarter 1",2022,1,"Battle Ground","Clark County",129412151,8183,96.2,351052,71.9,314208,64.4,160543,51.1,8,8,488241,5462.38050470976,TRUE
"2022 Quarter 2",2022,2,"Battle Ground","Clark County",146170217,8374,96.1,356794,73.1,320146,65.6,171390,53.5,7,8,488241,5945.6929651545,TRUE
"2022 Quarter 3",2022,3,"Battle Ground","Clark County",158983152,8492,96.1,363179,74.4,324944,66.6,178695,55,7,8,488241,6253.69445826958,TRUE
"2019 Quarter 1",2019,1,"Beaux Arts Village","King County",1961254,691,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,FALSE
"2019 Quarter 2",2019,2,"Beaux Arts Village","King County",2068261,752,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,FALSE
"2019 Quarter 3",2019,3,"Beaux Arts Village","King County",2015514,696,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,FALSE
"2019 Quarter 4",2019,4,"Beaux Arts Village","King County",1859507,845,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,FALSE
"2020 Quarter 1",2020,1,"Beaux Arts Village","King County",1890721,796,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,FALSE
"2020 Quarter 2",2020,2,"Beaux Arts Village","King County",1587006,905,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,FALSE
